generation,N_shifts,logPrior,logLik,eventRate,acceptRate
581400000,1,-17.5621,-97.902,0.656533,0.515182
581500000,3,-34.891,-90.9431,2.42905,0.519
581600000,1,-19.462,-103.096,3.46271,0.529
581700000,2,-21.9629,-97.2425,0.827503,0.516286
581800000,2,-23.2764,-102.269,0.865784,0.512
581900000,2,-23.603,-99.5183,1.06092,0.54765
582000000,3,-30.9724,-98.5328,1.75426,0.4738
582100000,4,-41.1859,-90.6419,3.89989,0.527
582200000,3,-30.1121,-87.1953,1.35513,0.519
582300000,3,-31.782,-86.5619,2.06216,0.479714
582400000,3,-30.6105,-95.8236,0.376541,0.500375
582500000,2,-25.5098,-95.0467,0.923354,0.488
582600000,2,-26.0935,-96.5025,2.17871,0.512
582700000,3,-32.8877,-98.6152,1.36868,0.558
582800000,2,-24.9869,-101.214,2.14167,0.564
582900000,2,-23.7127,-101.764,1.91589,0.53
583000000,6,-58.853,-87.2756,2.72897,0.534
583100000,2,-25.3879,-99.1598,2.2369,0.589
583200000,4,-46.311,-98.5122,3.74204,0.509667
583300000,3,-33.8311,-99.5636,3.33708,0.534
583400000,1,-14.6943,-102.33,0.63637,0.489
583500000,3,-33.9224,-99.4855,1.56278,0.5543
583600000,5,-55.3408,-97.9848,4.67187,0.52
583700000,2,-25.417,-104.229,2.00891,0.526
583800000,2,-25.8087,-103.819,1.56176,0.4864
583900000,1,-15.8474,-100.951,1.43951,0.532
584000000,2,-29.0644,-99.0332,1.64749,0.529
584100000,5,-48.4634,-93.0571,1.72395,0.602
584200000,2,-27.7959,-100.648,2.15047,0.5695
584300000,1,-17.1134,-97.6277,1.6285,0.55225
584400000,3,-34.0035,-97.4735,1.94553,0.545333
584500000,3,-30.7072,-100.586,0.78161,0.538565
584600000,3,-31.1002,-86.5423,0.838345,0.427
584700000,4,-44.6926,-100.391,3.22059,0.509533
584800000,4,-40.1803,-95.4652,1.37191,0.511
584900000,1,-15.696,-103.604,0.70725,0.515143
585000000,2,-23.231,-96.8025,1.32692,0.5394
585100000,2,-24.2737,-96.8682,0.46038,0.53
585200000,7,-68.9567,-86.7714,4.8992,0.557
585300000,2,-24.8141,-96.5175,1.51966,0.533333
585400000,1,-15.0212,-99.9489,0.941946,0.510429
585500000,2,-25.0492,-95.1622,2.70731,0.54775
585600000,6,-62.2215,-90.7957,2.53319,0.5835
585700000,1,-14.5395,-103.283,0.476895,0.496714
585800000,1,-16.3949,-99.9284,1.3757,0.531
585900000,3,-33.7464,-92.3527,1.01041,0.552125
586000000,3,-31.3731,-97.4524,1.07813,0.491333
586100000,3,-35.6146,-93.7791,1.75897,0.527308
586200000,2,-24.847,-101.611,2.49619,0.554
586300000,3,-36.1556,-97.8484,2.15534,0.52325
586400000,1,-15.8124,-97.3861,0.43054,0.522889
586500000,3,-32.952,-89.3722,2.49831,0.479
586600000,3,-32.2831,-96.6455,2.19931,0.552
586700000,2,-24.0364,-103.113,1.32896,0.507
586800000,2,-25.9255,-94.9177,1.40161,0.536667
586900000,2,-24.7374,-93.7338,0.614169,0.501
587000000,1,-14.576,-103.641,0.429309,0.502
587100000,2,-26.4767,-95.4219,2.41467,0.5158
587200000,3,-33.7231,-86.1961,1.71254,0.497
587300000,1,-15.3503,-101.306,0.731771,0.503
587400000,2,-27.9694,-96.3484,2.07615,0.483
587500000,2,-23.0144,-94.5112,1.77033,0.551
587600000,4,-41.8869,-89.9816,2.11315,0.541
587700000,5,-47.2424,-91.4241,1.50152,0.546
587800000,1,-16.0343,-111.503,1.13135,0.522667
587900000,1,-16.896,-99.9643,2.29316,0.539
588000000,1,-15.0806,-105.462,0.526228,0.487667
588100000,4,-44.4962,-96.3173,4.59483,0.509667
588200000,3,-37.7451,-96.3247,2.18683,0.53
588300000,5,-55.6361,-99.8911,6.24988,0.543375
588400000,1,-16.933,-99.8655,2.24299,0.512684
588500000,2,-23.9533,-99.3523,1.56519,0.525667
588600000,2,-30.0606,-106.106,3.31319,0.533
588700000,1,-15.7364,-101.856,0.956153,0.497
588800000,2,-23.7674,-99.1848,1.45937,0.546
588900000,3,-32.9057,-95.3213,1.2263,0.565
589000000,2,-23.2826,-102.201,0.349998,0.57
589100000,1,-17.6276,-98.5318,0.973858,0.55875
589200000,2,-23.9258,-98.0665,2.4929,0.489
589300000,1,-15.9798,-103.021,0.662362,0.551
589400000,3,-30.9537,-83.4115,1.4822,0.507636
589500000,2,-23.3313,-107.182,1.35022,0.521889
589600000,3,-29.9995,-100.956,0.429861,0.479
589700000,2,-24.7857,-99.6528,1.53797,0.569
589800000,2,-28.9911,-100.475,3.16929,0.554
589900000,6,-66.6572,-96.9354,3.61243,0.565
590000000,3,-34.1599,-88.4208,1.55729,0.512
590100000,2,-30.5667,-96.3455,3.87087,0.547
590200000,3,-35.3115,-89.3428,3.53721,0.5115
590300000,3,-34.0952,-100.445,1.72901,0.553
590400000,1,-14.4691,-101.885,0.127219,0.535
590500000,1,-15.7847,-102.41,0.758301,0.531333
590600000,1,-15.8433,-99.9678,1.16952,0.484
590700000,2,-23.9941,-93.9941,0.597937,0.487
590800000,1,-16.2114,-107.075,0.78548,0.494
590900000,3,-31.5877,-95.0883,1.41103,0.520889
591000000,5,-52.4866,-100.071,1.97286,0.546571
591100000,2,-23.2889,-101.9,1.47778,0.52
591200000,4,-43.8831,-83.3268,4.58549,0.496
591300000,3,-32.8994,-95.6191,3.67238,0.535
591400000,5,-49.3942,-98.1055,3.12772,0.538295
591500000,3,-35.5048,-95.6466,1.49934,0.495333
591600000,3,-31.3847,-98.8702,2.3722,0.5256
591700000,3,-41.3908,-100.777,3.64673,0.542786
591800000,2,-22.8487,-94.4464,1.42428,0.515
591900000,1,-14.7269,-101.528,0.245646,0.489
592000000,3,-32.8126,-93.9278,2.78356,0.557143
592100000,1,-16.1735,-98.5506,0.695951,0.49
592200000,1,-16.1196,-102.21,1.78211,0.509
592300000,1,-16.3469,-103.954,2.21116,0.488
592400000,3,-32.4137,-95.2752,3.51199,0.562
592500000,2,-22.4991,-99.1392,0.402195,0.5055
592600000,2,-25.0965,-99.5689,1.91551,0.547333
592700000,6,-60.9349,-86.7618,2.18293,0.583
592800000,1,-18.1589,-99.35,1.40287,0.569
592900000,4,-39.6889,-91.234,3.31917,0.448
593000000,1,-15.4583,-104.897,1.08895,0.530778
593100000,4,-44.6261,-87.3863,2.85975,0.504
593200000,2,-23.9245,-103.028,0.483401,0.5479
593300000,1,-14.6806,-100.653,0.715159,0.536333
593400000,2,-23.2312,-102.373,0.871302,0.52
593500000,4,-43.0851,-96.0632,5.22961,0.508
593600000,3,-32.6561,-99.8202,1.16853,0.56375
593700000,1,-15.2286,-101.148,0.162296,0.5604
593800000,1,-15.232,-103.357,0.754999,0.508
593900000,2,-23.3721,-95.6547,1.03147,0.536
594000000,5,-52.8657,-87.7898,3.24479,0.6
594100000,2,-25.6031,-97.1781,2.27125,0.533667
594200000,1,-14.8127,-100.447,0.735567,0.5278
594300000,5,-52.2477,-96.3354,2.95702,0.548
594400000,4,-41.3219,-96.3823,2.65041,0.565
594500000,2,-25.4378,-100.567,2.46693,0.487
594600000,3,-33.5022,-105.739,2.54822,0.52575
594700000,3,-32.6952,-92.8571,3.45289,0.540381
594800000,3,-37.1347,-97.9869,3.75041,0.4895
594900000,5,-50.9006,-90.1429,2.7709,0.526333
595000000,2,-26.2053,-91.6819,1.61429,0.511467
595100000,1,-18.5232,-98.2945,0.661719,0.484
595200000,6,-60.2689,-85.1274,7.61494,0.547
595300000,4,-38.9528,-82.2918,1.07633,0.512333
595400000,1,-15.9485,-98.2218,0.948621,0.502
595500000,1,-16.4454,-99.9823,0.894413,0.518
595600000,1,-15.1413,-100.134,1.001,0.5305
595700000,4,-40.6379,-93.8684,1.41385,0.428
595800000,2,-26.3498,-102.984,1.02483,0.523
595900000,5,-48.6979,-92.5202,1.91812,0.567
596000000,1,-14.7589,-97.8261,0.44833,0.5772
596100000,2,-26.0521,-98.3826,1.11533,0.541
596200000,1,-15.8423,-100.416,1.95101,0.5552
596300000,3,-31.4469,-94.41,1.05058,0.56
596400000,2,-24.2836,-92.9565,0.658329,0.5307
596500000,5,-61.0528,-92.9398,2.24026,0.524444
596600000,2,-26.4207,-103.93,2.87172,0.540273
596700000,1,-16.5754,-98.7314,1.08663,0.538
596800000,1,-14.9292,-100.562,0.500547,0.5
596900000,1,-15.1186,-99.2134,0.672977,0.52925
597000000,1,-15.0391,-103.852,0.472881,0.541667
597100000,2,-26.2371,-95.7628,2.81217,0.516667
597200000,2,-27.2644,-96.9999,4.30687,0.525
597300000,5,-48.763,-89.2395,2.2321,0.538125
597400000,2,-23.8756,-98.4633,1.36487,0.553
597500000,3,-31.0542,-90.3894,1.20541,0.56175
597600000,2,-25.0071,-101.487,0.852007,0.503
597700000,1,-15.023,-100.915,1.08914,0.512
597800000,5,-52.5612,-104.342,3.85376,0.500375
597900000,1,-17.5213,-109.448,2.33004,0.453
598000000,3,-34.0588,-93.6624,0.686385,0.539684
598100000,1,-15.9192,-98.8166,0.862496,0.501
598200000,2,-23.2738,-99.2813,1.40472,0.53675
598300000,2,-22.9217,-95.534,0.491741,0.529
598400000,4,-43.0704,-100.112,3.70839,0.534889
598500000,3,-32.3344,-102.867,0.926277,0.5185
598600000,1,-16.7332,-99.1621,0.583099,0.446
598700000,2,-23.9232,-103.55,2.35051,0.5165
598800000,3,-35.6,-83.05,3.52144,0.529
598900000,2,-22.6525,-91.5479,1.09172,0.521
599000000,4,-40.1993,-88.3027,0.523902,0.492364
599100000,1,-15.2948,-98.0099,0.980065,0.486
599200000,1,-15.4205,-101.593,0.833007,0.506429
599300000,2,-23.6038,-102.862,0.359137,0.472333
599400000,1,-15.757,-101.919,0.35233,0.517429
599500000,2,-24.9894,-100.323,1.03197,0.5435
599600000,2,-26.8945,-98.9326,4.19653,0.4915
599700000,2,-27.2782,-96.0945,0.884305,0.534
599800000,3,-32.4785,-89.3137,1.85118,0.466091
599900000,1,-19.2279,-101.787,2.79368,0.512625
600000000,2,-23.3818,-96.9794,1.33774,0.579
600100000,2,-22.6805,-103.981,1.40868,0.554
600200000,2,-22.0182,-96.8622,0.345083,0.558
600300000,1,-16.9599,-100.175,1.92776,0.526
600400000,6,-67.6938,-89.3325,5.29434,0.5898
600500000,2,-24.0894,-102.487,2.61958,0.593
600600000,1,-16.2754,-97.8264,1.37316,0.556429
600700000,1,-14.8677,-100.089,0.384071,0.537
600800000,6,-55.6145,-83.1594,2.22524,0.5248
600900000,2,-23.7296,-93.9229,2.41451,0.551857
601000000,2,-24.6534,-98.9222,2.13479,0.4885
601100000,2,-22.7755,-99.9396,0.412378,0.489
601200000,1,-16.9649,-99.2348,1.43522,0.515667
601300000,2,-24.5873,-104.984,2.2276,0.4944
601400000,1,-15.6599,-99.5315,0.744558,0.484
601500000,5,-50.0908,-83.3065,2.74556,0.500909
601600000,4,-48.2871,-90.7365,2.28587,0.535
601700000,1,-15.9846,-102.64,1.52418,0.53
601800000,3,-33.2616,-98.632,1.75965,0.535
601900000,3,-34.8632,-98.2774,2.48809,0.513
602000000,3,-35.6752,-99.9994,3.32611,0.473
602100000,3,-32.034,-92.2866,1.99577,0.524
602200000,1,-14.4286,-102.923,0.210309,0.532333
602300000,1,-15.2719,-105.525,1.23199,0.487167
602400000,4,-44.8747,-92.0023,1.86718,0.522
602500000,2,-22.5032,-95.4101,0.330704,0.5365
602600000,1,-14.741,-103.496,0.300746,0.512706
602700000,2,-26.4363,-103.804,3.11557,0.527
602800000,1,-17.8818,-99.3778,1.08126,0.493
602900000,3,-38.2134,-103.596,1.28102,0.519
603000000,1,-16.3479,-101.458,1.47825,0.506375
603100000,2,-23.1226,-99.679,1.34131,0.520875
603200000,3,-29.5484,-96.0684,1.33441,0.536
603300000,2,-25.7638,-94.6023,0.940987,0.536
603400000,2,-23.4887,-99.1427,1.22737,0.508778
603500000,1,-15.2345,-100.685,0.76554,0.5235
603600000,4,-44.2593,-104.127,2.21973,0.500429
603700000,1,-16.6544,-100.164,0.826382,0.509
603800000,3,-39.1971,-97.1283,1.70223,0.523083
603900000,2,-27.1533,-104.901,2.06968,0.536
604000000,3,-33.8957,-89.375,3.20439,0.533375
604100000,3,-32.5164,-96.7836,1.51611,0.509
604200000,2,-24.5428,-100.984,2.59892,0.52
604300000,2,-25.8789,-99.5278,3.16106,0.505
604400000,3,-33.9437,-90.5406,1.0802,0.546
604500000,1,-15.5617,-99.1479,0.952561,0.519667
604600000,4,-41.9592,-110.816,2.4167,0.5045
604700000,3,-33.1605,-89.5003,3.61967,0.559167
604800000,1,-14.9521,-103.091,0.419566,0.533
604900000,3,-31.361,-100.189,2.46759,0.540333
605000000,3,-37.3589,-99.7461,3.57841,0.428
605100000,1,-15.1892,-97.5481,0.657265,0.537
605200000,4,-42.5527,-91.7665,3.57571,0.515
605300000,3,-33.0416,-90.6807,1.39546,0.533886
605400000,2,-23.2475,-98.3306,0.782149,0.53275
605500000,3,-33.9603,-95.474,2.84997,0.5342
605600000,2,-28.9574,-98.2575,3.25653,0.522
605700000,2,-27.731,-87.6675,2.99758,0.504111
605800000,2,-24.6549,-94.028,1.44713,0.491
605900000,4,-44.6675,-88.2568,2.86171,0.528
606000000,2,-22.6894,-99.4678,1.30479,0.544
606100000,1,-15.3272,-99.7685,0.100671,0.509
606200000,2,-26.9724,-97.4236,0.474916,0.532
606300000,1,-15.0308,-101.251,1.11313,0.52
606400000,2,-23.244,-102.605,1.06694,0.553
606500000,2,-22.7257,-97.4436,1.1022,0.56025
606600000,2,-25.7525,-101.585,1.61991,0.49
606700000,2,-25.4643,-93.0164,1.3959,0.521
606800000,2,-26.6161,-94.3276,1.33668,0.52
606900000,9,-83.5974,-82.8386,7.67495,0.566
607000000,2,-27.0956,-100.977,2.40794,0.538833
607100000,2,-21.8292,-96.7908,0.308836,0.531
607200000,4,-41.5189,-87.6785,1.50912,0.553778
607300000,1,-16.4142,-101.472,1.70466,0.471
607400000,4,-43.0874,-83.412,3.51696,0.55
607500000,2,-27.8897,-97.9032,1.22188,0.492
607600000,2,-25.2226,-100.478,2.07656,0.51125
607700000,1,-16.8225,-101.417,1.62783,0.471
607800000,2,-22.9697,-101.036,0.844436,0.566
607900000,6,-59.0015,-85.6776,3.25446,0.522
608000000,3,-36.4292,-94.019,2.32855,0.412
608100000,3,-33.6938,-97.6664,4.74587,0.598
608200000,1,-14.7886,-101.985,0.533209,0.517
608300000,3,-34.3564,-91.0156,1.09695,0.551
608400000,2,-23.3799,-96.419,1.59308,0.512
608500000,1,-15.0204,-99.3023,1.11239,0.5075
608600000,1,-16.3284,-99.9883,1.80218,0.489
608700000,1,-14.577,-101.277,0.589619,0.528
608800000,3,-30.5223,-93.5803,1.18273,0.5634
608900000,1,-15.3435,-99.1368,0.492039,0.530667
609000000,1,-16.2942,-98.5606,0.404958,0.453
609100000,2,-26.673,-96.1424,1.78174,0.526
609200000,1,-15.2247,-99.043,0.744978,0.468
609300000,2,-25.5743,-103.657,3.58676,0.547
609400000,4,-42.8942,-103.9,1.90817,0.5226
609500000,1,-14.4625,-101.743,0.311639,0.488
609600000,4,-44.359,-97.3917,2.18595,0.571
609700000,2,-23.626,-94.2651,1.58597,0.549556
609800000,3,-34.0709,-87.6492,1.49759,0.52
609900000,1,-15.6994,-100.77,0.817459,0.444
610000000,3,-34.4815,-93.5309,2.79329,0.5318
610100000,1,-14.941,-99.9353,0.690275,0.532125
610200000,2,-30.0825,-97.3092,1.84108,0.476
610300000,1,-15.4435,-106.525,1.23585,0.519
610400000,1,-14.274,-103.743,0.279734,0.528
610500000,1,-15.774,-103.527,1.17865,0.523667
610600000,3,-33.5639,-92.1989,1.41936,0.504
610700000,3,-31.0831,-101.185,2.24461,0.518
610800000,2,-24.1735,-97.6411,1.37229,0.505
610900000,2,-23.6526,-99.9858,0.659566,0.496
611000000,1,-17.1751,-103.539,1.9212,0.497
611100000,1,-15.4695,-101.69,0.906784,0.479
611200000,2,-23.1177,-96.2468,0.856881,0.52
611300000,2,-27.6471,-99.7899,0.482132,0.507
611400000,2,-23.6952,-96.1401,1.35191,0.5425
611500000,1,-15.5108,-102.332,1.45052,0.487
611600000,1,-14.7658,-101.794,0.461543,0.56
611700000,2,-23.8267,-91.6033,0.607937,0.51875
611800000,2,-24.9881,-97.8843,1.56865,0.552
611900000,3,-32.0313,-94.593,2.00812,0.559
612000000,2,-22.358,-93.5938,0.63016,0.5345
612100000,1,-15.688,-107.195,1.03415,0.565545
612200000,4,-39.6867,-94.2175,1.96926,0.589
612300000,1,-14.2647,-102.006,0.139,0.533333
612400000,3,-38.8297,-101.664,2.11323,0.524
612500000,2,-25.9456,-95.7218,2.80483,0.533
612600000,1,-14.8754,-100.488,0.599161,0.526
612700000,1,-16.6165,-101.886,1.92703,0.5245
612800000,2,-23.1343,-93.5994,0.463077,0.555
612900000,2,-24.4554,-101.322,1.55322,0.551
613000000,4,-46.8924,-103.202,2.90145,0.528
613100000,2,-25.6127,-99.3116,1.85146,0.550091
613200000,3,-35.9583,-96.5157,1.39413,0.501
613300000,3,-34.1841,-98.0818,3.06041,0.565
613400000,1,-14.4933,-104.536,0.420597,0.46
613500000,2,-24.6512,-94.8911,1.76309,0.5201
613600000,2,-30.702,-95.3497,4.19839,0.543
613700000,3,-38.9589,-98.474,3.32041,0.504
613800000,1,-15.4338,-100.822,1.4867,0.498
613900000,2,-22.8094,-88.3225,1.4558,0.49
614000000,1,-15.8013,-103.439,0.416994,0.5231
614100000,4,-48.4517,-93.5824,4.98039,0.533
614200000,2,-24.6575,-102.22,1.84735,0.59075
614300000,1,-16.5296,-101.705,2.05274,0.5375
614400000,4,-40.2129,-90.7391,1.31511,0.549
614500000,3,-31.841,-87.4446,1.99579,0.506
614600000,5,-53.6971,-102.64,3.66506,0.5506
614700000,1,-15.2336,-99.3884,0.473595,0.526
614800000,3,-29.3749,-94.615,1.30791,0.53
614900000,3,-35.0109,-93.9143,3.27589,0.578
615000000,1,-15.9196,-102.527,0.267142,0.5165
615100000,3,-35.5892,-100.383,1.29985,0.498333
615200000,1,-16.0799,-102.523,0.443586,0.519
615300000,2,-25.9303,-92.9485,1.46648,0.508273
615400000,1,-14.1584,-102.799,0.253536,0.561
615500000,1,-15.3986,-97.6189,0.824158,0.535
615600000,5,-48.5951,-90.5588,1.86353,0.442
615700000,3,-33.5809,-92.3502,1.57896,0.554818
615800000,2,-26.9012,-95.3133,0.920762,0.544
615900000,2,-22.1808,-99.6113,0.964123,0.565
616000000,2,-22.6566,-95.7699,1.05531,0.56
616100000,1,-14.7406,-100.101,0.716334,0.578
616200000,6,-69.3475,-88.4518,6.99591,0.587
616300000,4,-38.0611,-87.4561,1.06568,0.5275
616400000,2,-26.7072,-99.3446,3.34562,0.53
616500000,1,-17.5308,-100.477,1.30416,0.506
616600000,1,-15.7228,-102.296,1.18525,0.554
616700000,2,-25.1223,-98.4534,1.38735,0.524261
616800000,3,-30.7088,-89.2941,2.3561,0.533
616900000,3,-32.6717,-94.2225,0.797558,0.4907
617000000,1,-15.4202,-100.314,1.18073,0.541833
617100000,1,-14.5518,-104.197,0.125899,0.451
617200000,3,-35.1728,-97.3842,4.73582,0.539857
617300000,1,-16.3604,-100.083,0.873892,0.549538
617400000,4,-43.9126,-89.054,3.38145,0.5415
617500000,4,-45.65,-98.6992,3.51104,0.512
617600000,4,-39.2376,-93.862,2.89656,0.602
617700000,3,-33.0075,-93.8138,0.854629,0.563
617800000,4,-43.5712,-96.6711,1.72301,0.529455
617900000,1,-16.698,-107.957,0.978557,0.57
618000000,2,-26.1905,-97.8131,5.05913,0.530143
618100000,1,-15.1455,-97.8456,0.310861,0.547
618200000,2,-23.0788,-96.3283,0.803816,0.594
618300000,2,-23.9213,-100.551,0.764147,0.565167
618400000,2,-24.5395,-97.6655,0.7428,0.486
618500000,3,-38.612,-99.6101,3.43651,0.533
618600000,4,-45.011,-96.3617,5.39835,0.599
618700000,2,-24.4119,-101.878,2.10461,0.51475
618800000,5,-51.542,-90.9191,3.30408,0.55675
618900000,1,-15.854,-101.687,1.51528,0.49
619000000,5,-58.1303,-94.7506,5.45342,0.515462
619100000,2,-23.9624,-95.6689,1.45093,0.475
619200000,1,-15.736,-102.028,0.224011,0.442
619300000,2,-27.362,-91.2901,2.39029,0.518833
619400000,2,-24.8737,-94.8443,1.05161,0.515875
619500000,2,-25.0653,-98.7081,1.7314,0.533692
619600000,1,-15.2887,-99.9412,1.31758,0.5435
619700000,2,-26.2614,-89.9711,1.11021,0.462
619800000,2,-28.3145,-98.6513,3.21357,0.55
619900000,4,-42.2362,-93.5338,3.42079,0.53
620000000,1,-18.2069,-101.473,1.52182,0.49875
620100000,1,-14.6559,-103.327,0.439977,0.489
620200000,4,-45.7476,-93.9932,3.26849,0.552
620300000,1,-16.0751,-101.268,2.10796,0.602
620400000,3,-33.9447,-100.83,3.11698,0.581667
620500000,1,-16.3408,-101.808,0.230668,0.559143
620600000,1,-15.2967,-102.893,0.678723,0.53
620700000,4,-40.919,-87.2135,1.54192,0.5205
620800000,2,-22.5518,-102.198,1.57411,0.525
620900000,4,-43.0007,-94.0987,3.31174,0.592
621000000,2,-26.6187,-100.358,1.70848,0.5235
621100000,1,-16.4127,-101.608,0.999354,0.478
621200000,5,-56.7417,-99.9771,1.64381,0.524
621300000,2,-26.7371,-96.9217,1.98025,0.478333
621400000,1,-22.1801,-99.4759,1.76649,0.46
621500000,1,-17.2433,-100.81,2.3053,0.501
621600000,4,-39.8653,-88.9912,2.46653,0.491583
621700000,3,-31.3057,-89.5531,0.995868,0.544
621800000,4,-45.8098,-95.4045,1.88875,0.5232
621900000,2,-26.5258,-92.7917,1.30967,0.544
622000000,2,-22.9892,-105.534,1.20377,0.51275
622100000,3,-34.8834,-95.5556,3.33665,0.548
622200000,3,-35.3811,-96.0456,1.69784,0.553333
622300000,3,-32.1076,-92.3261,1.83355,0.517286
622400000,2,-23.0024,-95.8568,0.0973328,0.48125
622500000,1,-16.0819,-101.546,0.690889,0.567333
622600000,3,-36.3618,-95.4531,2.43547,0.537375
622700000,3,-34.6992,-101.582,1.17502,0.544
622800000,2,-24.6566,-100.403,1.35697,0.509
622900000,4,-50.2311,-92.7563,4.83084,0.572
623000000,1,-14.6818,-104.58,0.485704,0.528
623100000,1,-16.4784,-100.03,1.09508,0.552
623200000,3,-32.2727,-93.5864,0.256582,0.5485
623300000,1,-14.4299,-101.799,0.0677726,0.503
623400000,1,-15.719,-104.446,0.078188,0.567
623500000,2,-23.1359,-100.471,1.28167,0.517
623600000,2,-26.496,-102.363,4.84633,0.5308
623700000,3,-34.1869,-95.5692,1.07076,0.5185
623800000,1,-14.7395,-100.848,0.576946,0.5325
623900000,3,-42.3377,-91.4494,1.76186,0.4786
624000000,1,-14.4401,-102.714,0.229324,0.549
624100000,2,-25.5687,-95.6137,0.532692,0.4922
624200000,2,-23.9603,-101.383,0.8555,0.506
624300000,3,-36.9888,-99.8083,0.823742,0.5366
624400000,1,-14.9368,-97.744,0.5365,0.474
624500000,3,-35.3501,-98.5836,2.10551,0.549889
624600000,1,-16.3702,-99.919,0.418367,0.507
624700000,5,-46.8062,-85.5435,2.44849,0.521
624800000,2,-25.1533,-91.7761,1.53246,0.539
624900000,3,-35.4162,-106.261,4.44239,0.595
625000000,4,-43.3352,-95.6652,0.248135,0.551286
625100000,1,-15.3872,-105.445,0.216946,0.52
625200000,3,-31.6992,-95.753,1.49168,0.5025
625300000,2,-27.3308,-93.5316,4.06036,0.48
625400000,1,-16.436,-109.051,0.890423,0.516333
625500000,3,-35.2976,-96.4061,3.26813,0.5317
625600000,5,-56.0763,-94.8411,8.04553,0.592
625700000,1,-15.026,-101.808,0.655718,0.498
625800000,2,-25.6429,-95.5103,0.429874,0.521
625900000,5,-56.8907,-97.0855,2.03114,0.526
626000000,2,-23.3897,-95.5119,0.672635,0.57425
626100000,5,-56.4046,-93.3462,2.01985,0.52725
626200000,1,-15.449,-100.544,0.893456,0.526
626300000,1,-15.1359,-105.205,0.978526,0.5463
626400000,3,-31.0668,-99.7272,1.43781,0.491
626500000,1,-15.6968,-100.361,1.18225,0.524
626600000,1,-15.4349,-105.843,0.799039,0.549
626700000,3,-34.4647,-97.1721,1.1051,0.542
626800000,3,-35.5673,-99.5674,1.052,0.521
626900000,3,-31.0218,-95.9002,0.745509,0.510067
627000000,1,-17.9532,-97.9957,2.07854,0.56
627100000,3,-37.3402,-94.9481,3.36487,0.467556
627200000,1,-15.4112,-97.1795,1.1137,0.550857
627300000,3,-33.7796,-97.1261,1.55442,0.5675
627400000,2,-25.2447,-96.9229,0.549052,0.499
627500000,2,-23.6118,-101.166,0.992183,0.536
627600000,1,-15.0078,-99.7103,1.08559,0.522
627700000,2,-28.0414,-100.999,2.49037,0.527167
627800000,1,-17.7965,-99.548,0.369219,0.492
627900000,3,-34.4395,-94.9909,1.1252,0.553333
628000000,3,-35.0466,-98.4291,0.625772,0.515895
628100000,1,-17.1811,-100.147,1.36147,0.515
628200000,1,-14.8549,-100.822,0.222942,0.522
628300000,1,-15.2957,-104.251,0.891692,0.568
628400000,3,-33.3328,-99.4188,2.41758,0.523176
628500000,1,-15.5126,-102.518,0.254209,0.492
628600000,4,-41.1531,-83.7051,1.73455,0.515
628700000,1,-15.4347,-98.9488,0.491856,0.5415
628800000,2,-26.1993,-106.697,1.17271,0.539
628900000,2,-23.5668,-96.7918,1.58325,0.524588
629000000,5,-54.5725,-78.4136,4.43329,0.532222
629100000,1,-15.2333,-98.3935,0.224808,0.476
629200000,3,-29.0302,-92.6505,1.05627,0.518
629300000,5,-51.333,-98.2573,2.80283,0.529
629400000,2,-26.1642,-100.897,2.31267,0.525
629500000,3,-32.2731,-95.6969,0.598436,0.52075
629600000,4,-44.3856,-89.4904,1.16079,0.533955
629700000,4,-43.5055,-105.188,1.69515,0.511
629800000,4,-39.5408,-93.4841,1.58412,0.541833
629900000,5,-53.8011,-94.3155,3.25587,0.538
630000000,1,-16.2648,-98.5654,1.05212,0.524
630100000,1,-15.2168,-100.492,1.12071,0.486667
630200000,5,-52.1425,-87.7821,1.37129,0.567
630300000,4,-41.8813,-91.1392,2.62338,0.536
630400000,3,-30.7957,-90.118,1.38307,0.522
630500000,1,-15.0678,-107.052,0.348118,0.517167
630600000,1,-14.1592,-101.4,0.162202,0.443
630700000,3,-30.6992,-98.6703,1.6585,0.54
630800000,3,-32.928,-88.2416,3.50312,0.5174
630900000,5,-50.6416,-94.201,3.59265,0.583
631000000,3,-30.3601,-97.2141,1.76293,0.5415
631100000,2,-25.8962,-100.072,2.09701,0.4935
631200000,4,-41.3208,-86.6489,2.07049,0.506667
631300000,3,-33.9308,-97.8181,2.44372,0.53015
631400000,1,-15.7735,-97.7369,1.20532,0.497
631500000,6,-62.5753,-96.9625,4.10631,0.4975
631600000,1,-16.5832,-100.298,0.898688,0.462
631700000,4,-42.4554,-85.2154,1.18434,0.515
631800000,3,-38.48,-94.1332,4.42688,0.566
631900000,2,-22.7858,-101.211,1.54199,0.494
632000000,4,-39.5033,-89.3886,1.94414,0.539
632100000,2,-25.8881,-99.9927,2.80092,0.534111
632200000,3,-30.6672,-100.93,0.912546,0.487
632300000,5,-50.1451,-84.9891,4.73394,0.511
632400000,1,-17.6395,-105.3,1.66833,0.471
632500000,4,-45.9459,-100.52,2.97906,0.553
632600000,4,-41.7272,-94.6279,2.82406,0.516
632700000,1,-14.9994,-100.791,0.889168,0.499
632800000,2,-22.6628,-93.0382,1.49583,0.518571
632900000,2,-22.7314,-96.1755,0.659914,0.573
633000000,2,-26.6474,-102.709,0.816293,0.518286
633100000,2,-25.0466,-105.498,1.95011,0.521125
633200000,2,-23.1664,-100.881,1.5278,0.531563
