generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
915700000,Psychidae,Dryadaulidae,1.54209,5.66422,0.473958,0.375615,0
915800000,Hydroptilidae,Micropterigidae,0,3.27452,-0.0363315,1.00509,0
915800000,Roeslerstammiidae,Urodidae,1.80407,11.0825,-0.483588,0.333843,0
915800000,Palaephatidae,Meessiidae,1.24949,5.06821,-0.185436,1.18674,0
915900000,Hydroptilidae,Micropterigidae,0,1.90812,0.302943,0.0231446,0
915900000,Agathiphagidae,NA,0.898234,0.157402,-0.109731,0.704545,0
915900000,Andesianidae,NA,2.85534,15.9006,0.288731,21.9237,0
915900000,Roeslerstammiidae,Urodidae,1.71126,8.7147,-0.0985097,0.146181,0
916000000,Hydroptilidae,Micropterigidae,0,1.78601,-0.339379,0.144796,0
916000000,Hydroptilidae,Hydropsychidae,0.0335097,7.25467,0.212519,7.13313,0
916000000,Dryadaulidae,NA,2.36539,4.32788,-0.0277718,5.01686,0
916000000,Meessiidae,Psychidae,1.44717,9.23306,-0.202187,0.15766,0
916000000,Lophocoronidae,Opostegidae,0.713276,4.03537,-0.125287,0.589497,0
916100000,Hydroptilidae,Micropterigidae,0,2.29136,0.277782,0.380574,0
916100000,Roeslerstammiidae,Urodidae,1.72316,9.7173,-0.283566,0.320102,0
916200000,Hydroptilidae,Micropterigidae,0,2.04387,0.463513,0.247464,0
916200000,Agathiphagidae,NA,1.16317,1.41998,0.413827,3.5221,0
916200000,Roeslerstammiidae,Urodidae,1.70402,12.9471,-0.580778,0.509556,0
916300000,Hydroptilidae,Micropterigidae,0,1.85908,0.450918,0.10232,0
916300000,Lophocoronidae,NA,2.46401,3.8761,-0.00313679,5.67259,0
916300000,Lycaenidae,NA,3.03123,3.48952,0.00501655,4.70478,0
916300000,Pieridae,NA,2.95768,23.9871,-0.103843,3.11033,0
916300000,Roeslerstammiidae,Urodidae,1.7935,12.0406,-0.554128,0.204536,0
916400000,Hydroptilidae,Micropterigidae,0,2.23449,0.237869,0.293861,0
916400000,Hydroptilidae,NA,2.65868,17.5836,-0.811122,12.568,0
916400000,Meessiidae,NA,2.89865,9.60449,0.126561,37.7569,0
916400000,Meessiidae,Psychidae,1.50775,11.5312,-0.241523,2.15464,0
916500000,Hydroptilidae,Micropterigidae,0,2.34018,0.329574,0.790656,0
916500000,Dryadaulidae,Roeslerstammiidae,1.69194,10.1392,-0.275118,0.424236,0
916600000,Hydroptilidae,Micropterigidae,0,1.89373,0.373949,0.440252,0
916600000,Roeslerstammiidae,Urodidae,1.7305,6.41013,0.274859,0.00888417,0
916700000,Hydroptilidae,Micropterigidae,0,2.85488,0.123508,0.776904,0
916700000,Hedylidae,NA,2.84969,1.61955,0.255655,6.35394,0
916700000,Roeslerstammiidae,Urodidae,1.74697,11.2801,-0.43353,0.182767,0
916800000,Hydroptilidae,Micropterigidae,0,3.24971,0.199267,1.8879,0
916800000,Erebidae,NA,3.01226,30.2563,-0.626134,15.2181,0
916800000,Immidae,Sesiidae,1.9055,13.5353,-0.797986,0.12556,0
916800000,Meessiidae,Psychidae,1.50115,6.47984,-0.165148,0.0100776,0
916900000,Hydroptilidae,Micropterigidae,0,2.47959,0.0618717,0.13954,0
916900000,Agathiphagidae,NA,1.503,2.19921,0.414241,3.81524,0
916900000,Dalceridae,NA,2.74783,36.9826,0.178368,36.558,0
916900000,Meessiidae,Psychidae,1.48084,5.88769,0.221249,0.0707545,0
917000000,Hydroptilidae,Micropterigidae,0,3.25671,0.1097,1.31192,0
917000000,Agathiphagidae,NA,1.54456,0.450377,0.125606,1.20356,0
917000000,Dryadaulidae,NA,2.79597,12.1352,0.233489,28.1487,0
917000000,Psychidae,Dryadaulidae,1.57821,5.76532,0.400651,0.361598,0
917100000,Hydroptilidae,Micropterigidae,0,3.38812,-0.086168,0.0445526,0
917100000,Acanthopteroctetidae,NA,2.60849,3.02871,-0.297047,9.60431,0
917100000,Roeslerstammiidae,Urodidae,1.75907,9.54105,-0.218965,0.305657,0
917200000,Hydroptilidae,Micropterigidae,0,4.64318,-0.137656,0.326199,0
917200000,Heterobathmiidae,NA,1.70002,2.21561,0.392866,2.64502,0
917200000,Roeslerstammiidae,Urodidae,1.75849,12.3697,-0.472534,0.933466,0
917300000,Hydroptilidae,Micropterigidae,0,3.35976,-0.0157184,0.138332,0
917300000,Agathiphagidae,NA,0.991508,23.0041,-0.752911,12.9755,0
917300000,Papilionidae,Depressariidae,1.97589,10.0041,-0.22605,0.368353,0
917300000,Psychidae,Dryadaulidae,1.53668,5.62875,0.188534,0.838945,0
917400000,Hydroptilidae,Micropterigidae,0,4.58791,-0.120274,0.368437,0
917400000,Philopotamidae,NA,2.47227,30.1381,-0.298237,10.1413,0
917400000,Roeslerstammiidae,Urodidae,1.79994,9.18901,-0.299804,0.0614583,0
917500000,Hydroptilidae,Micropterigidae,0,1.82404,0.314559,0.0025692,0
917500000,Dryadaulidae,NA,1.86262,7.053,-0.584231,5.83854,0
917500000,Psychidae,Dryadaulidae,1.59394,8.68852,-0.158551,0.392215,0
917600000,Hydroptilidae,Micropterigidae,0,3.28473,0.00604031,0.75086,0
917600000,Gracillariidae,NA,3.05649,13.6375,-0.244256,44.599,0
917600000,Heterobathmiidae,NA,2.34985,12.6779,-0.0700167,12.4146,0
917600000,Roeslerstammiidae,Urodidae,1.80187,10.5746,-0.501549,0.109278,0
917700000,Hydroptilidae,Micropterigidae,0,3.49344,-0.00408677,1.45509,0
917700000,Psychidae,Dryadaulidae,1.59841,11.0236,-0.393,0.0553409,0
917800000,Hydroptilidae,Micropterigidae,0,1.79837,0.655296,0.595013,0
917800000,Lophocoronidae,NA,3.02327,25.1899,0.732971,13.1953,0
917800000,Adelidae,NA,3.00663,2.94998,0.257814,7.05553,0
917800000,Roeslerstammiidae,Urodidae,1.7077,8.15374,-0.0635914,0.43127,0
917900000,Hydroptilidae,Micropterigidae,0,3.13907,0.0158994,0.534899,0
917900000,Hedylidae,Pieridae,2.14844,31.2287,-0.24271,21.1683,0
917900000,Doidae,NA,2.64874,5.85614,0.189355,7.80279,0
917900000,Psychidae,Dryadaulidae,1.56928,6.61552,-0.000577081,0.179871,0
918000000,Hydroptilidae,Micropterigidae,0,1.81555,0.749428,0.344036,0
918000000,Philopotamidae,NA,2.24353,9.94204,-0.540384,0.860517,0
918000000,Polycentropodidae,Psychomyiidae,2.04495,28.4063,0.0259723,25.3601,0
918000000,Psychomyiidae,NA,2.72999,1.54671,0.0187795,2.51034,0
918000000,Immidae,NA,2.72395,15.0375,-0.67566,9.46254,0
918000000,Dryadaulidae,Roeslerstammiidae,1.66396,7.0313,0.0529997,0.213932,0
918100000,Hydroptilidae,Micropterigidae,0,2.42212,0.154307,0.30191,0
918100000,Agathiphagidae,NA,2.29637,14.3495,-0.30257,18.612,0
918100000,Roeslerstammiidae,Urodidae,1.7953,7.67563,-0.101427,0.111599,0
918200000,Hydroptilidae,Micropterigidae,0,2.51071,-0.0269641,0.199989,0
918200000,Psychidae,NA,2.7703,1.3018,0.0828387,11.8095,0
918200000,Plutellidae,NA,2.80521,0.591845,-0.0448539,0.350371,0
918200000,Immidae,NA,2.74639,2.58746,-0.454945,1.62485,0
918200000,Polycentropodidae,NA,2.99287,17.1823,-0.486067,20.3796,0
918200000,Psychidae,Dryadaulidae,1.62081,11.7469,-0.484458,0.201575,0
918300000,Hydroptilidae,Micropterigidae,0,2.18576,0.260597,0.141728,0
918300000,Acanthopteroctetidae,NA,2.54454,1.20845,-0.590428,6.98354,0
918300000,Dryadaulidae,NA,2.58391,9.67999,-0.112135,13.1909,0
918300000,Autostichidae,Cosmopterigidae,2.44749,12.5259,0.24872,0.0581269,0
918300000,Psychidae,Dryadaulidae,1.57801,5.46069,0.564953,0.0571104,0
918400000,Hydroptilidae,Micropterigidae,0,2.71184,0.0778077,0.434543,0
918400000,Agathiphagidae,NA,2.88908,1.81433,0.275076,30.633,0
918400000,Lophocoronidae,NA,2.26977,0.0788771,-0.386077,4.84157,0
918400000,Nymphalidae,NA,2.95918,22.9624,-0.175696,0.841905,0
918400000,Tineidae,NA,2.03218,6.53114,0.222911,0.313591,0
918400000,Saturniidae,Sphingidae,2.4846,18.5695,0.203115,9.10227,0
918400000,Roeslerstammiidae,Urodidae,1.75079,12.3118,-0.550654,0.378809,0
918500000,Hydroptilidae,Micropterigidae,0,4.16706,-0.278973,0.0470867,0
918500000,Lophocoronidae,NA,2.14301,5.59265,0.0548704,5.81709,0
918500000,Psychidae,Dryadaulidae,1.61085,6.53611,0.0589794,0.0942648,0
918600000,Hydroptilidae,Micropterigidae,0,2.09467,0.156049,0.0949032,0
918600000,Roeslerstammiidae,Urodidae,1.78524,6.92882,0.164937,0.767699,0
918700000,Hydroptilidae,Micropterigidae,0,2.27205,0.11539,0.247876,0
918700000,Psychidae,Dryadaulidae,1.55945,10.5292,-0.272616,0.476372,0
918800000,Hydroptilidae,Micropterigidae,0,3.47873,0.0204508,1.14765,0
918800000,Psychidae,Dryadaulidae,1.60622,7.92803,-0.107305,0.103425,0
918900000,Hydroptilidae,Micropterigidae,0,2.13279,0.199095,0.0369005,0
918900000,Dryadaulidae,NA,2.67629,25.943,0.437921,31.9958,0
918900000,Psychidae,Dryadaulidae,1.56213,8.51272,-0.143583,0.169234,0
919000000,Hydroptilidae,Micropterigidae,0,2.87832,-0.0305259,0.144781,0
919000000,Psychidae,Dryadaulidae,1.62109,6.27736,0.104001,0.0571802,0
919100000,Hydroptilidae,Micropterigidae,0,2.55718,0.0410811,0.0632229,0
919100000,Psychidae,Dryadaulidae,1.61911,10.0421,-0.345854,0.367846,0
919200000,Hydroptilidae,Micropterigidae,0,2.49222,0.0143587,0.164301,0
919200000,Dryadaulidae,Roeslerstammiidae,1.69122,7.8966,-0.110142,0.0861383,0
919300000,Hydroptilidae,Micropterigidae,0,3.63879,-0.309725,0.0268171,0
919300000,Agathiphagidae,NA,2.62569,2.9533,0.257188,21.625,0
919300000,Acanthopteroctetidae,NA,2.96339,4.57268,0.239485,17.6905,0
919300000,Psychidae,NA,2.17261,7.90545,0.358539,3.18196,0
919300000,Dryadaulidae,NA,2.98039,1.80728,-0.49575,13.9216,0
919300000,Euteliidae,NA,3.01537,13.9921,0.669546,38.6195,0
919300000,Psychidae,Dryadaulidae,1.54049,7.18223,0.0457714,0.1936,0
919400000,Hydroptilidae,Micropterigidae,0,3.06011,-0.00531584,0.0039678,0
919400000,Cimeliidae,NA,2.71449,2.59621,0.0456665,3.7616,0
919400000,Roeslerstammiidae,Urodidae,1.79197,9.35656,-0.213735,0.0667496,0
919500000,Hydroptilidae,Micropterigidae,0,2.0238,0.261058,0.380881,0
919500000,Dryadaulidae,NA,2.91157,1.61724,0.129536,15.4038,0
919500000,Psychidae,Dryadaulidae,1.61621,7.20885,0.0108955,0.179743,0
919600000,Hydroptilidae,Micropterigidae,0,2.20996,-0.033046,1.19431,0
919600000,Hydroptilidae,Hydropsychidae,0.326144,4.2674,0.070243,1.38947,0
919600000,Doidae,NA,2.94536,4.45048,-0.0743049,33.7786,0
919600000,Psychidae,Dryadaulidae,1.57389,8.01372,-0.147301,0.00222124,0
919600000,Lophocoronidae,Opostegidae,0.728635,3.18997,-0.16065,0.0392513,0
919700000,Hydroptilidae,Micropterigidae,0,2.11103,0.275824,0.283452,0
919700000,Roeslerstammiidae,Urodidae,1.73297,6.95376,0.0740741,0.0998993,0
919800000,Hydroptilidae,Micropterigidae,0,1.87177,0.270529,0.00429679,0
919800000,Meessiidae,NA,2.7414,21.9218,0.0778412,43.5714,0
919800000,Dryadaulidae,NA,1.94716,2.4308,0.515919,2.05824,0
919800000,Meessiidae,Psychidae,1.48799,9.74294,-0.350417,0.0665508,0
919900000,Hydroptilidae,Micropterigidae,0,3.59976,-0.472289,0.282124,0
919900000,Hydroptilidae,Hydropsychidae,0.241147,3.5357,0.176809,0.946674,0
919900000,Tortricidae,NA,3.02971,7.09176,-0.211408,10.4843,0
919900000,Urodidae,Immidae,1.87578,10.6293,-0.297868,0.682129,0
919900000,Opostegidae,Andesianidae,0.953852,3.55598,0.0915154,0.113496,0
920000000,Hydroptilidae,Micropterigidae,0,2.19347,0.218851,0.443746,0
920000000,Roeslerstammiidae,Urodidae,1.74426,10.0257,-0.336347,0.478426,0
920100000,Hydroptilidae,Micropterigidae,0,1.82705,0.277528,0.272152,0
920100000,Hedylidae,NA,2.75152,1.50669,1.10342,4.26724,0
920100000,Doidae,NA,2.90811,15.9763,-0.469914,50.9771,0
920100000,Psychidae,Dryadaulidae,1.53376,8.96198,-0.174474,0.221763,0
920200000,Hydroptilidae,Micropterigidae,0,2.83835,0.0264346,0.18772,0
920200000,Psychidae,Dryadaulidae,1.62759,6.45314,0.173263,0.726386,0
920300000,Hydroptilidae,Micropterigidae,0,4.94836,-0.516201,1.08687,0
920300000,Hydroptilidae,Hydropsychidae,0.128326,2.6908,0.421428,0.847248,0
920300000,Doidae,NA,2.38829,5.73518,-0.306893,3.16863,0
920300000,Hesperiidae,NA,3.04411,51.6062,0.398096,36.368,0
920300000,Psychidae,Dryadaulidae,1.61922,8.49855,-0.0959369,0.608512,0
920300000,Lophocoronidae,Opostegidae,0.759966,4.5628,-0.422153,0.0621954,0
920400000,Hydroptilidae,Micropterigidae,0,3.50307,-0.109454,0.0154541,0
920400000,Tineidae,NA,2.86438,33.6561,-0.157239,0.0866028,0
920400000,Leptoceridae,NA,3.06006,3.90493,0.982727,14.2635,0
920400000,Roeslerstammiidae,Urodidae,1.78584,9.21982,-0.204321,0.254315,0
920500000,Hydroptilidae,Micropterigidae,0,1.93278,0.74313,0.60063,0
920500000,Agathiphagidae,NA,0.394403,2.61837,-0.481152,0.95794,0
920500000,Heterobathmiidae,NA,2.72869,3.3956,0.321929,5.27477,0
920500000,Callidulidae,NA,2.92249,23.5649,-0.567119,18.8672,0
920500000,Psychidae,Dryadaulidae,1.59083,10.174,-0.322361,0.517525,0
920600000,Hydroptilidae,Micropterigidae,0,2.16973,0.33203,0.550297,0
920600000,Andesianidae,NA,2.66529,5.84099,0.45579,16.4745,0
920600000,Callidulidae,NA,2.64753,2.61627,0.348675,0.287883,0
920600000,Eupterotidae,NA,2.9737,99.9208,-0.155451,73.1263,0
920600000,Psychidae,Dryadaulidae,1.55232,6.10299,0.25593,0.20578,0
920700000,Hydroptilidae,Micropterigidae,0,6.29717,-0.436785,0.127468,0
920700000,Agathiphagidae,NA,2.85637,17.5112,0.515091,54.8724,0
920700000,Dryadaulidae,NA,2.17062,3.66852,-0.473868,4.16763,0
920700000,Meessiidae,Psychidae,1.48492,4.93937,0.57578,0.296608,0
920800000,Hydroptilidae,Micropterigidae,0,2.76424,-0.147229,0.0360056,0
920800000,Hydroptilidae,Hydropsychidae,0.324957,10.0084,0.00903226,7.36928,0
920800000,Choreutidae,NA,2.8413,14.2146,-0.276854,15.9459,0
920800000,Immidae,NA,2.97006,6.7729,0.750444,17.2903,0
920800000,Psychidae,Dryadaulidae,1.55931,9.28126,-0.173954,0.257883,0
920900000,Hydroptilidae,Micropterigidae,0,2.66448,0.0299494,0.045477,0
920900000,Agathiphagidae,NA,2.79607,4.28929,-0.954366,24.3699,0
920900000,Tischeriidae,NA,2.39855,15.179,-0.330824,12.0597,0
920900000,Roeslerstammiidae,Urodidae,1.71483,10.003,-0.286072,0.640481,0
921000000,Hydroptilidae,Micropterigidae,0,1.92642,0.265447,0.154992,0
921000000,Heterobathmiidae,NA,1.25518,2.33341,0.190653,2.36242,0
921000000,Psychidae,Dryadaulidae,1.55108,8.26459,-0.104674,0.455988,0
921100000,Hydroptilidae,Micropterigidae,0,2.50512,0.0347451,0.291453,0
921100000,Choreutidae,NA,2.57336,9.45681,-0.180265,2.24694,0
921100000,Neopseustidae,NA,3.0324,27.6128,0.118199,53.4787,0
921100000,Prodoxidae,NA,2.8756,11.7732,0.57044,12.6803,0
921100000,Roeslerstammiidae,NA,2.85773,14.9439,-0.108656,23.3712,0
921100000,Psychidae,Dryadaulidae,1.6233,10.4443,-0.384998,0.163742,0
921200000,Hydroptilidae,Micropterigidae,0,2.25179,0.447743,0.359727,0
921200000,Heterobathmiidae,NA,2.37351,9.70765,-0.112157,15.6665,0
921200000,Acanthopteroctetidae,Neopseustidae,1.08115,1.40524,0.101984,1.52724,0
921200000,Andesianidae,NA,2.44139,3.71929,-0.0228087,11.9128,0
921200000,Dalceridae,NA,3.04096,5.20382,0.199951,37.2473,0
921200000,Cimeliidae,NA,2.65085,9.45496,-0.216977,6.51786,0
921200000,Psychidae,Dryadaulidae,1.59661,10.4198,-0.339245,0.126997,0
921300000,Hydroptilidae,Micropterigidae,0,2.16128,0.33045,0.559432,0
921300000,Acanthopteroctetidae,Neopseustidae,1.01842,13.2259,-0.961338,4.33937,0
921300000,Psychidae,Dryadaulidae,1.60283,6.82368,0.00620973,0.0353066,0
921400000,Hydroptilidae,Micropterigidae,0,1.70664,0.200223,0.0434459,0
921400000,Roeslerstammiidae,Urodidae,1.775,8.7728,-0.162657,0.0640155,0
921500000,Hydroptilidae,Micropterigidae,0,2.37289,0.16744,0.157755,0
921500000,Dryadaulidae,Roeslerstammiidae,1.66083,5.79786,0.236379,0.17518,0
921600000,Hydroptilidae,Micropterigidae,0,3.19328,-0.120815,0.316136,0
921600000,Eriocraniidae,NA,1.6514,18.9251,0.0395243,19.8402,0
921600000,Immidae,Sesiidae,1.90203,8.87894,-0.0866506,1.13304,0
921600000,Psychidae,Dryadaulidae,1.54425,6.58792,-0.138772,0.00305639,0
921700000,Hydroptilidae,Micropterigidae,0,4.96992,-0.270868,0.19573,0
921700000,Roeslerstammiidae,Urodidae,1.73467,15.2308,-0.824012,0.065534,0
921800000,Hydroptilidae,Micropterigidae,0,2.27267,0.221387,0.797285,0
921800000,Roeslerstammiidae,Urodidae,1.80281,9.09935,-0.156007,1.05941,0
921900000,Hydroptilidae,Micropterigidae,0,2.1626,0.147467,0.058442,0
921900000,Agathiphagidae,NA,2.68971,5.90189,-0.0600075,13.5807,0
921900000,Meessiidae,NA,2.76889,4.67627,0.373534,14.6308,0
921900000,Neopseustidae,NA,2.55986,3.27877,-0.446244,4.26208,0
921900000,Psychidae,NA,1.81115,5.42318,0.254095,0.858056,0
921900000,Meessiidae,Psychidae,1.5023,8.97545,-0.223508,0.42793,0
922000000,Hydroptilidae,Micropterigidae,0,1.88301,0.4365,0.139051,0
922000000,Helicopsychidae,NA,2.13356,16.3281,-0.344234,7.46496,0
922000000,Eriocraniidae,Acanthopteroctetidae,0.848104,8.68964,-0.709808,2.47092,0
922000000,Roeslerstammiidae,Urodidae,1.7101,10.3729,-0.160568,1.9263,0
922100000,Hydroptilidae,Micropterigidae,0,4.93047,-0.225718,0.306788,0
922100000,Agathiphagidae,NA,2.40614,7.47761,0.143975,25.5003,0
922100000,Heterobathmiidae,NA,1.36085,15.1765,-0.384955,10.2773,0
922100000,Lophocoronidae,NA,1.15396,2.67171,0.450072,1.17216,0
922100000,Cimeliidae,NA,2.61064,18.7984,0.297922,28.7498,0
922100000,Psychidae,Dryadaulidae,1.57163,5.93366,0.501396,0.60004,0
922200000,Hydroptilidae,Micropterigidae,0,3.64091,-0.455272,0.149521,0
922200000,Hydroptilidae,Hydropsychidae,0.598026,3.0198,0.797742,1.77306,0
922200000,Lophocoronidae,NA,2.90942,20.5225,-0.196153,47.8689,0
922200000,Immidae,Sesiidae,1.89328,12.0924,-0.60632,0.534681,0
922200000,Andesianidae,Palaephatidae,1.07934,5.69624,-0.187971,0.32366,0
922300000,Hydroptilidae,Micropterigidae,0,2.29885,0.389241,0.420211,0
922300000,Micropterigidae,NA,2.56536,9.87513,-0.038469,8.54304,0
922300000,Agathiphagidae,NA,3.00007,9.75107,-0.322062,15.7374,0
922300000,Heterobathmiidae,NA,2.7674,9.42551,0.271209,23.7155,0
922300000,Heterobathmiidae,NA,3.04371,3.17863,0.386473,7.0024,0
922300000,Acanthopteroctetidae,Neopseustidae,0.939308,3.94578,-0.110937,2.7058,0
922300000,Lyonetiidae,NA,2.79581,11.0686,0.273274,10.4066,0
922300000,Hedylidae,NA,2.76003,33.7602,-0.00212386,36.3347,0
922300000,Roeslerstammiidae,Urodidae,1.78559,12.0653,-0.47737,0.521148,0
922400000,Hydroptilidae,Micropterigidae,0,2.63153,0.0701579,0.0696574,0
922400000,Agathiphagidae,NA,0.985054,1.52836,-0.295035,2.02518,0
922400000,Roeslerstammiidae,Urodidae,1.70085,10.6842,-0.400173,0.0472665,0
922500000,Hydroptilidae,Micropterigidae,0,3.19263,0.0382093,0.348278,0
922500000,Roeslerstammiidae,Urodidae,1.70793,11.0187,-0.364463,0.305371,0
922600000,Hydroptilidae,Micropterigidae,0,2.58239,0.0856978,0.591224,0
922600000,Roeslerstammiidae,Urodidae,1.76992,7.86641,-0.169242,0.00722508,0
922700000,Hydroptilidae,Micropterigidae,0,2.13099,0.481358,0.611333,0
922700000,Agathiphagidae,NA,0.914549,8.62212,-0.0273816,8.92921,0
922700000,Pieridae,NA,2.83562,17.7518,-0.194319,6.84989,0
922700000,Roeslerstammiidae,Urodidae,1.70438,8.7346,-0.0556328,0.40263,0
922800000,Hydroptilidae,Micropterigidae,0,1.59033,0.14425,0.113505,0
922800000,Hydroptilidae,Hydropsychidae,0.279306,3.60406,0.108172,0.195556,0
922800000,Nepticulidae,NA,3.04497,7.94321,-0.456081,0.332388,0
922800000,Prodoxidae,NA,2.23087,4.17811,-0.529134,3.42785,0
922800000,Plutellidae,NA,2.98802,10.0852,-0.0646161,32.6591,0
922800000,Limacodidae,NA,2.67741,25.1276,0.151313,10.4649,0
922800000,Meessiidae,Psychidae,1.41426,6.73841,0.0694666,0.463378,0
922900000,Hydroptilidae,Micropterigidae,0,3.59713,-0.0293243,0.610947,0
922900000,Philopotamidae,NA,1.90962,12.4144,-0.101102,8.97618,0
922900000,Acanthopteroctetidae,NA,2.71355,6.74459,-0.39453,4.63096,0
922900000,Roeslerstammiidae,Urodidae,1.70529,8.50968,-0.189676,0.0250468,0
923000000,Hydroptilidae,Micropterigidae,0,3.79072,0.0525886,1.64349,0
923000000,Agathiphagidae,NA,2.29961,3.24848,0.314186,10.8395,0
923000000,Andesianidae,NA,2.76066,13.2152,0.178134,17.1903,0
923000000,Doidae,NA,2.94631,4.517,0.277132,21.1374,0
923000000,Psychidae,Dryadaulidae,1.54477,8.36766,-0.118344,0.145335,0
923100000,Hydroptilidae,Micropterigidae,0,1.80034,0.404729,0.144645,0
923100000,Thyrididae,NA,2.67578,33.9773,0.322289,28.9452,0
923100000,Agathiphagidae,NA,2.51562,2.96499,-0.440771,10.8627,0
923100000,Psychidae,Dryadaulidae,1.62769,9.6375,-0.317531,0.0185474,0
923200000,Hydroptilidae,Micropterigidae,0,3.51584,-0.052147,0.597148,0
923200000,Psychidae,Dryadaulidae,1.56285,7.2663,0.0538898,0.061091,0
923300000,Hydroptilidae,Micropterigidae,0,1.61949,0.703655,0.140373,0
923300000,Agathiphagidae,NA,2.89776,12.8798,0.175607,28.9003,0
923300000,Roeslerstammiidae,Urodidae,1.79087,13.2158,-0.694532,0.45059,0
923400000,Hydroptilidae,Micropterigidae,0,2.77424,0.0306947,0.0677126,0
923400000,Psychidae,Dryadaulidae,1.58991,6.39878,0.209571,1.00341,0
923500000,Hydroptilidae,Micropterigidae,0,1.72241,0.403371,0.108662,0
923500000,Psychidae,Dryadaulidae,1.54412,6.76059,0.0770603,0.491546,0
923600000,Hydroptilidae,Micropterigidae,0,2.25608,0.134905,0.0584987,0
923600000,Roeslerstammiidae,Urodidae,1.77095,6.01546,0.225567,0.0911905,0
923700000,Hydroptilidae,Micropterigidae,0,2.75598,0.0268384,0.0625563,0
923700000,Agathiphagidae,NA,2.60335,4.16453,-0.75476,8.8455,0
923700000,Immidae,NA,2.33456,3.81062,-0.192634,0.680029,0
923700000,Psychidae,Dryadaulidae,1.59913,12.7102,-0.615896,0.0119817,0
923800000,Hydroptilidae,Micropterigidae,0,2.27317,0.0669131,0.0469112,0
923800000,Heterobathmiidae,NA,2.41488,8.71103,-0.372723,8.5363,0
923800000,Roeslerstammiidae,NA,2.62996,4.06306,-0.530548,5.16211,0
923800000,Psychidae,Dryadaulidae,1.56845,7.74913,-0.0957142,0.119207,0
923900000,Hydroptilidae,Micropterigidae,0,2.45805,0.066342,0.309031,0
923900000,Agathiphagidae,NA,2.31778,6.16823,-0.00610344,15.2719,0
923900000,Tischeriidae,NA,2.96646,32.3885,-0.19366,8.08801,0
923900000,Roeslerstammiidae,Urodidae,1.72178,12.4543,-0.42877,1.64471,0
924000000,Hydroptilidae,Micropterigidae,0,2.93497,-0.817377,0.0580356,0
924000000,Hydroptilidae,Hydropsychidae,0.274741,7.47467,0.108276,5.97494,0
924000000,Cimeliidae,NA,2.85012,0.0320752,0.607103,8.52984,0
924000000,Roeslerstammiidae,Urodidae,1.75287,8.87919,-0.224246,0.447607,0
924000000,Lophocoronidae,Opostegidae,0.707175,2.80791,0.230074,0.796871,0
924100000,Hydroptilidae,Micropterigidae,0,2.32989,0.351882,0.402725,0
924100000,Roeslerstammiidae,Urodidae,1.72134,9.92956,-0.340331,0.341874,0
924200000,Hydroptilidae,Micropterigidae,0,4.28174,-0.72098,0.0954095,0
924200000,Hydroptilidae,Hydropsychidae,0.468196,5.8103,0.20203,4.60334,0
924200000,Roeslerstammiidae,Urodidae,1.76136,10.6123,-0.364695,0.289499,0
924200000,Opostegidae,Andesianidae,0.775625,4.91512,-0.0805374,1.27988,0
924300000,Hydroptilidae,Micropterigidae,0,2.23478,0.112171,0.060202,0
924300000,Immidae,Sesiidae,1.91971,10.3232,-0.360786,0.0482924,0
924300000,Psychidae,Dryadaulidae,1.60843,9.26539,-0.313644,2.20943,0
924400000,Hydroptilidae,Micropterigidae,0,4.30266,-0.277146,0.0853613,0
924400000,Psychidae,Dryadaulidae,1.60002,7.5047,0.110605,1.05637,0
924500000,Hydroptilidae,Micropterigidae,0,2.42182,0.0597412,0.0442983,0
924500000,Roeslerstammiidae,Urodidae,1.7384,7.04759,0.0345504,0.035391,0
924600000,Hydroptilidae,Micropterigidae,0,2.22484,0.134535,0.160011,0
924600000,Eupterotidae,NA,2.92225,14.3948,0.110697,6.56418,0
924600000,Roeslerstammiidae,Urodidae,1.79911,9.95039,-0.328065,0.420407,0
924700000,Hydroptilidae,Micropterigidae,0,5.08242,-0.187123,1.32895,0
924700000,Agathiphagidae,NA,2.78783,1.87243,-0.717163,29.5314,0
924700000,Psychidae,Dryadaulidae,1.53888,6.04326,0.206774,0.023002,0
924800000,Hydroptilidae,Micropterigidae,0,2.50265,0.292167,0.342021,0
924800000,Eriocraniidae,Acanthopteroctetidae,0.803499,1.19469,0.0482406,0.508628,0
924800000,Immidae,NA,2.22953,12.7706,0.202802,11.8488,0
924800000,Notodontidae,Erebidae,2.24033,11.8551,0.569883,4.90787,0
924800000,Roeslerstammiidae,Urodidae,1.768,13.3777,-0.66465,0.69565,0
924900000,Hydroptilidae,Micropterigidae,0,2.048,0.14244,0.317703,0
924900000,Roeslerstammiidae,Urodidae,1.80027,12.0815,-0.520812,1.41379,0
925000000,Hydroptilidae,Micropterigidae,0,1.81159,0.329855,0.19212,0
925000000,Agathiphagidae,NA,2.60652,28.5026,0.422422,23.4295,0
925000000,Agathiphagidae,NA,2.63859,16.873,0.721362,24.8855,0
925000000,Psychidae,Dryadaulidae,1.60999,8.63474,-0.161723,0.50077,0
925100000,Hydroptilidae,Micropterigidae,0,1.52735,0.304229,0.0311033,0
925100000,Hedylidae,NA,2.68371,0.822511,0.413617,2.4984,0
925100000,Hepialidae,NA,2.92908,8.62045,0.110239,0.961909,0
925100000,Immidae,Sesiidae,1.90895,12.3511,-0.518158,1.08903,0
