generation,leftchild,rightchild,abstime,lambdainit,lambdashift,muinit,mushift
137200000,Hydroptilidae,Micropterigidae,0,5.37936,-0.0524091,2.89978,0
137200000,Doidae,NA,2.87608,10.0508,0.309348,28.3599,0
137200000,Psychidae,Dryadaulidae,1.57238,9.01693,-0.144654,0.00243204,0
137300000,Hydroptilidae,Micropterigidae,0,3.00041,-0.130872,0.0939396,0
137300000,Hydroptilidae,Hydropsychidae,0.49181,7.63682,-0.311928,0.83626,0
137300000,Tineidae,NA,2.85738,45.6752,-0.831668,10.299,0
137300000,Roeslerstammiidae,Urodidae,1.75704,12.2522,-0.432595,0.318382,0
137400000,Hydroptilidae,Micropterigidae,0,1.57019,0.887488,0.118485,0
137400000,Acanthopteroctetidae,NA,3.00682,17.2263,0.119222,68.545,0
137400000,Roeslerstammiidae,NA,2.61648,43.1139,-0.129181,42.5166,0
137400000,Psychidae,Dryadaulidae,1.60819,9.11811,-0.357466,0.050203,0
137500000,Hydroptilidae,Micropterigidae,0,8.18941,-0.87096,0.822499,0
137500000,Hydroptilidae,Hydropsychidae,0.16261,2.95083,0.0818202,0.241213,0
137500000,Psychidae,Dryadaulidae,1.60397,9.58574,-0.339817,0.0916826,0
137500000,Lophocoronidae,Opostegidae,0.730664,6.39372,-0.457177,0.328373,0
137600000,Hydroptilidae,Micropterigidae,0,3.12759,-0.0253443,0.588205,0
137600000,Agathiphagidae,NA,2.67277,13.1396,-0.334276,27.7224,0
137600000,Cimeliidae,NA,2.72582,4.44422,-0.50669,7.67161,0
137600000,Psychidae,Dryadaulidae,1.55404,5.65852,0.204998,0.0279131,0
137700000,Hydroptilidae,Micropterigidae,0,3.68225,0.0477334,2.4096,0
137700000,Phryganeidae,NA,2.68583,0.620234,-0.166561,0.877258,0
137700000,Psychidae,Dryadaulidae,1.56854,8.60467,-0.145157,0.281611,0
137800000,Hydroptilidae,Micropterigidae,0,1.70839,0.0119186,0.0110789,0
137800000,Hydroptilidae,Hydropsychidae,0.0233232,4.377,0.237483,2.65792,0
137800000,Hedylidae,NA,3.00982,46.1383,0.199879,37.2895,0
137800000,Thyrididae,NA,2.25952,11.5612,-0.431926,3.87026,0
137800000,Doidae,NA,2.90557,12.1714,0.216459,32.4209,0
137800000,Psychidae,Dryadaulidae,1.53262,10.5963,-0.385925,0.247454,0
137900000,Hydroptilidae,Micropterigidae,0,2.2075,0.237727,0.151598,0
137900000,Thyrididae,NA,2.67934,27.0018,-0.184312,22.2532,0
137900000,Agathiphagidae,NA,2.14429,19.2764,-0.186948,23.1504,0
137900000,Cimeliidae,NA,2.29264,13.1656,-0.113504,9.48843,0
137900000,Callidulidae,NA,2.59435,7.79108,-0.369913,11.267,0
137900000,Urodidae,Immidae,1.88419,10.6913,-0.118403,1.51148,0
137900000,Psychidae,Dryadaulidae,1.57235,8.0403,-0.390111,0.77014,0
138000000,Hydroptilidae,Micropterigidae,0,2.59056,0.135392,0.67606,0
138000000,Yponomeutidae,NA,3.00091,14.1988,0.0260074,10.0492,0
138000000,Castniidae,NA,2.96487,10.8019,0.265884,23.4762,0
138000000,Psychidae,Dryadaulidae,1.60057,8.38177,-0.122647,1.1044,0
138100000,Hydroptilidae,Micropterigidae,0,2.71488,0.0501851,0.103706,0
138100000,Hydropsychidae,NA,3.02725,19.5171,-0.347579,20.1503,0
138100000,Agathiphagidae,NA,0.882976,5.52625,-0.372626,3.42364,0
138100000,Acanthopteroctetidae,NA,2.32985,3.12735,0.00265971,3.51785,0
138100000,Tineidae,NA,2.78205,15.176,-0.435186,2.45661,0
138100000,Callidulidae,NA,2.92838,10.3382,-0.127173,16.0358,0
138100000,Cimeliidae,NA,2.23577,0.849347,0.358987,2.76953,0
138100000,Roeslerstammiidae,Urodidae,1.71921,5.87107,0.45099,0.174455,0
138200000,Hydroptilidae,Micropterigidae,0,1.93254,0.273461,0.494002,0
138200000,Polycentropodidae,Psychomyiidae,1.29393,6.99551,-0.239473,1.20179,0
138200000,Sesiidae,Papilionidae,1.95495,12.8374,-0.685658,0.445459,0
138200000,Meessiidae,Psychidae,1.52357,5.61873,-0.0750127,0.368714,0
138300000,Hydroptilidae,Micropterigidae,0,2.5199,-0.00865766,0.337271,0
138300000,Agathiphagidae,NA,2.52003,17.8737,-0.254231,27.5907,0
138300000,Limacodidae,NA,2.95274,14.0925,-0.0402717,8.23732,0
138300000,Psychidae,Dryadaulidae,1.57688,9.83099,-0.314434,0.0904964,0
138400000,Hydroptilidae,Micropterigidae,0,1.8105,0.350941,0.582589,0
138400000,Dryadaulidae,Roeslerstammiidae,1.64775,6.78692,0.102685,0.0642491,0
138500000,Hydroptilidae,Micropterigidae,0,2.89964,-0.127464,0.479131,0
138500000,Hydroptilidae,Hydropsychidae,0.561326,3.07508,0.327986,0.96629,0
138500000,Meessiidae,NA,2.91749,23.7792,0.140654,42.8634,0
138500000,Dryadaulidae,NA,2.97498,6.83473,0.310126,11.6736,0
138500000,Doidae,NA,2.81357,2.31655,-0.127592,3.89722,0
138500000,Meessiidae,Psychidae,1.36076,8.60614,-0.0668243,0.927382,0
138600000,Hydroptilidae,Micropterigidae,0,2.33715,0.32587,0.415396,0
138600000,Roeslerstammiidae,Urodidae,1.71917,7.32345,0.0107984,0.0274933,0
138700000,Hydroptilidae,Micropterigidae,0,1.98895,0.190512,0.19598,0
138700000,Agathiphagidae,NA,2.44198,0.303215,-0.490539,8.48919,0
138700000,Dryadaulidae,Roeslerstammiidae,1.65432,9.16599,-0.159779,0.548368,0
138800000,Hydroptilidae,Micropterigidae,0,2.47251,0.0484244,0.0237817,0
138800000,Hedylidae,NA,2.66002,9.13611,0.00549427,9.20394,0
138800000,Agathiphagidae,NA,1.62668,1.03789,-0.241512,2.15404,0
138800000,Psychidae,Dryadaulidae,1.57048,8.16718,-0.0620844,0.162821,0
138900000,Hydroptilidae,Micropterigidae,0,3.18492,0.0164903,0.417719,0
138900000,Agathiphagidae,NA,2.77222,0.40776,0.226405,15.3129,0
138900000,Lophocoronidae,NA,2.07681,0.751192,0.437216,0.704628,0
138900000,Lacturidae,NA,2.85284,7.11862,-0.171496,12.7992,0
138900000,Riodinidae,Nymphalidae,2.27605,12.4639,0.483134,4.29045,0
138900000,Psychidae,Dryadaulidae,1.56406,7.26769,0.072441,0.0629066,0
139000000,Hydroptilidae,Micropterigidae,0,4.91581,-0.21017,0.327719,0
139000000,Philopotamidae,NA,1.86777,38.5556,-0.103367,30.241,0
139000000,Immidae,NA,2.12193,8.45851,0.653512,5.62601,0
139000000,Roeslerstammiidae,Urodidae,1.78873,10.8942,-0.252943,1.18992,0
139100000,Hydroptilidae,Micropterigidae,0,2.98267,-0.0463017,0.0238351,0
139100000,Agathiphagidae,NA,2.83851,2.23155,0.450954,31.264,0
139100000,Lophocoronidae,NA,2.76837,20.4302,0.09378,22.894,0
139100000,Roeslerstammiidae,Urodidae,1.73967,11.7214,-0.477929,0.110308,0
139200000,Hydroptilidae,Micropterigidae,0,3.68874,-0.282024,0.0874243,0
139200000,Hydroptilidae,Hydropsychidae,0.360643,2.96936,0.398171,0.814457,0
139200000,Sesiidae,NA,2.94558,12.8744,0.298429,8.39189,0
139200000,Hesperiidae,NA,2.85765,23.4896,-0.38351,8.12268,0
139200000,Immidae,Sesiidae,1.90206,9.54482,-0.213798,0.149049,0
139200000,Meessiidae,Psychidae,1.4792,5.05824,0.0598911,0.651196,0
139300000,Hydroptilidae,Micropterigidae,0,5.28177,-0.62844,0.714349,0
139300000,Leptoceridae,NA,1.92302,12.2269,0.0611133,9.48227,0
139300000,Hydroptilidae,Hydropsychidae,0.515077,5.3031,0.448065,5.16222,0
139300000,Urodidae,NA,2.60224,0.255161,-0.415739,2.93123,0
139300000,Roeslerstammiidae,Urodidae,1.76745,9.60461,-0.362344,0.015221,0
139300000,Opostegidae,Andesianidae,0.862001,3.54318,-0.0834196,0.068497,0
139400000,Hydroptilidae,Micropterigidae,0,3.38964,-0.214313,0.425396,0
139400000,Hydroptilidae,Hydropsychidae,0.0570367,5.62468,-0.102024,1.43829,0
139400000,Meessiidae,NA,2.76588,10.4311,0.0199733,16.6197,0
139400000,Meessiidae,Psychidae,1.4773,8.22375,-0.115276,0.222169,0
139500000,Hydroptilidae,Micropterigidae,0,3.96168,-0.111409,0.562034,0
139500000,Epicopeiidae,NA,2.45899,6.39659,-0.0318863,0.280953,0
139500000,Urodidae,NA,2.88417,26.0477,0.770189,37.0249,0
139500000,Dryadaulidae,Roeslerstammiidae,1.69688,8.97982,-0.109815,0.41844,0
139600000,Hydroptilidae,Micropterigidae,0,3.14372,-0.102124,0.0481569,0
139600000,Meessiidae,Psychidae,1.49403,8.96081,-0.194398,0.68406,0
139700000,Hydroptilidae,Micropterigidae,0,2.62064,0.252756,1.46211,0
139700000,Dryadaulidae,NA,2.90191,14.8572,-0.0109806,42.5479,0
139700000,Psychidae,Dryadaulidae,1.55456,9.06483,-0.143583,0.342824,0
139800000,Hydroptilidae,Micropterigidae,0,5.64656,-0.766293,0.0146466,0
139800000,Hydroptilidae,Hydropsychidae,0.45617,5.08927,0.675969,5.55759,0
139800000,Psychidae,Dryadaulidae,1.5369,7.00409,0.0824412,0.34823,0
139800000,Opostegidae,Andesianidae,0.895709,7.81284,-0.418759,1.60081,0
139900000,Hydroptilidae,Micropterigidae,0,3.18274,-0.283376,0.293741,0
139900000,Hydroptilidae,Hydropsychidae,0.0227312,5.72134,-0.0522745,2.01157,0
139900000,Immidae,Sesiidae,1.91353,9.01299,-0.0690922,0.0980434,0
139900000,Palaephatidae,Meessiidae,1.19829,14.3279,-0.83217,0.549341,0
140000000,Hydroptilidae,Micropterigidae,0,2.62102,0.195848,0.878578,0
140000000,Roeslerstammiidae,Urodidae,1.7588,13.0339,-0.678815,0.148139,0
140100000,Hydroptilidae,Micropterigidae,0,2.06858,0.221124,0.390859,0
140100000,Nepticulidae,NA,2.97062,13.8636,-0.488082,0.00912202,0
140100000,Hesperiidae,NA,2.64786,14.3658,0.124451,1.3545,0
140100000,Dryadaulidae,Roeslerstammiidae,1.63285,9.37937,-0.363303,0.0269512,0
140200000,Hydroptilidae,Micropterigidae,0,3.07674,-0.053986,0.303223,0
140200000,Hydropsychidae,NA,2.96047,29.043,0.0702686,7.07946,0
140200000,Immidae,NA,2.93865,15.3107,0.14347,23.94,0
140200000,Pieridae,Riodinidae,2.19861,19.9021,-0.0986444,8.70692,0
140200000,Roeslerstammiidae,Urodidae,1.76663,10.373,-0.176511,1.65432,0
140300000,Hydroptilidae,Micropterigidae,0,3.57792,0.0239417,1.48104,0
140300000,Helicopsychidae,Leptoceridae,1.48453,6.17201,0.80474,6.74496,0
140300000,Agathiphagidae,NA,0.41471,0.0612806,-0.326338,0.935612,0
140300000,Philopotamidae,NA,1.87366,3.53533,0.547313,0.710753,0
140300000,Hedylidae,NA,2.77223,6.24424,0.414191,9.54641,0
140300000,Immidae,Sesiidae,1.90801,11.0178,-0.469991,0.487303,0
140300000,Psychidae,Dryadaulidae,1.61585,6.55504,-0.0262939,1.89021,0
140400000,Hydroptilidae,Micropterigidae,0,2.22467,0.1779,0.0633586,0
140400000,Agathiphagidae,NA,2.60825,17.0172,0.57253,31.6795,0
140400000,Agathiphagidae,NA,3.01649,8.24023,0.12392,3.69439,0
140400000,Dryadaulidae,NA,2.32737,18.07,-0.053902,17.0911,0
140400000,Nolidae,NA,3.07016,10.1201,-0.329888,0.138933,0
140400000,Notodontidae,Erebidae,2.25399,11.0683,0.00160377,0.043014,0
140400000,Psychidae,Dryadaulidae,1.62486,9.02933,-0.239634,0.0110196,0
140500000,Hydroptilidae,Micropterigidae,0,5.30398,0.585404,6.30884,0
140500000,Psychidae,Dryadaulidae,1.57765,9.79968,-0.271359,0.105748,0
140500000,Micropterigidae,Agathiphagidae,0.021897,3.02066,-0.163743,0.282691,0
140600000,Hydroptilidae,Micropterigidae,0,2.67909,0.116585,0.11971,0
140600000,Agathiphagidae,NA,1.37948,1.20573,-0.0480772,0.422965,0
140600000,Heterobathmiidae,NA,2.45192,3.18824,-0.266462,9.6434,0
140600000,Roeslerstammiidae,Urodidae,1.7707,7.51552,-0.0188044,0.184605,0
140700000,Hydroptilidae,Micropterigidae,0,2.60145,0.0485387,0.0396757,0
140700000,Cossidae,NA,2.77278,9.33809,0.268886,6.32616,0
140700000,Heterobathmiidae,NA,2.60999,13.0168,-0.108127,19.1986,0
140700000,Andesianidae,NA,2.41415,17.3482,-0.649772,17.521,0
140700000,Callidulidae,NA,2.78201,2.00067,-0.821038,6.39354,0
140700000,Roeslerstammiidae,Urodidae,1.73783,8.0076,-0.114154,0.558345,0
140800000,Hydroptilidae,Micropterigidae,0,4.35155,-0.299725,0.5676,0
140800000,Helicopsychidae,NA,2.96969,4.08996,-0.0172471,16.8455,0
140800000,Hydroptilidae,Hydropsychidae,0.0827545,6.92366,0.146932,5.73675,0
140800000,Dryadaulidae,NA,2.5457,7.43225,-0.0590804,6.58113,0
140800000,Zygaenidae,NA,2.95319,17.827,-0.232496,0.581969,0
140800000,Psychidae,Dryadaulidae,1.56106,8.2308,-0.182516,0.112186,0
140900000,Hydroptilidae,Micropterigidae,0,1.72971,0.622947,0.118534,0
140900000,Psychidae,Dryadaulidae,1.60439,9.95428,-0.358538,0.0121731,0
141000000,Hydroptilidae,Micropterigidae,0,3.57167,-0.182142,0.0738613,0
141000000,Psychidae,Dryadaulidae,1.60774,11.4311,-0.417558,0.583411,0
141100000,Hydroptilidae,Micropterigidae,0,2.18965,0.319596,0.0722326,0
141100000,Agathiphagidae,NA,1.94474,8.04583,-0.533997,9.01455,0
141100000,Acanthopteroctetidae,NA,2.46399,0.327089,0.150707,4.87067,0
141100000,Choreutidae,NA,2.91301,16.0768,0.38573,28.6168,0
141100000,Eupterotidae,NA,3.02039,24.5649,0.642605,1.82422,0
141100000,Saturniidae,Sphingidae,2.50856,31.3398,0.0750307,21.0711,0
141100000,Andesianidae,NA,3.00985,14.7767,0.254737,64.0158,0
141100000,Notodontidae,Erebidae,2.25673,17.3235,0.170706,8.21729,0
141100000,Dryadaulidae,Roeslerstammiidae,1.69176,12.4251,-0.63812,0.728271,0
141200000,Hydroptilidae,Micropterigidae,0,2.15941,0.168877,0.0288904,0
141200000,Dryadaulidae,Roeslerstammiidae,1.6333,10.4634,-0.333745,0.342147,0
141300000,Hydroptilidae,Micropterigidae,0,1.91541,0.18192,0.314225,0
141300000,Roeslerstammiidae,Urodidae,1.80476,11.2426,-0.507848,0.468869,0
141400000,Hydroptilidae,Micropterigidae,0,1.84426,0.679943,0.198302,0
141400000,Andesianidae,NA,2.97366,2.42346,-0.449545,31.4905,0
141400000,Roeslerstammiidae,Urodidae,1.80355,7.02485,0.105051,0.0747271,0
141500000,Hydroptilidae,Micropterigidae,0,2.59509,-0.0101212,0.00136143,0
141500000,Polycentropodidae,NA,2.90073,6.22386,0.105992,31.9057,0
141500000,Cimeliidae,NA,2.92624,28.188,0.686727,42.6156,0
141500000,Psychidae,Dryadaulidae,1.54352,9.37905,-0.23217,0.475305,0
141600000,Hydroptilidae,Micropterigidae,0,3.11476,0.00318957,0.218648,0
141600000,Agathiphagidae,NA,0.495181,24.081,-0.625257,12.388,0
141600000,Palaephatidae,NA,2.79576,5.9429,0.491898,3.86472,0
141600000,Roeslerstammiidae,Urodidae,1.7698,9.9452,-0.274489,0.342781,0
141700000,Hydroptilidae,Micropterigidae,0,3.53732,-0.149996,0.433665,0
141700000,Roeslerstammiidae,Urodidae,1.73322,12.8104,-0.617088,0.417104,0
141800000,Hydroptilidae,Micropterigidae,0,2.50611,0.115972,0.211772,0
141800000,Agathiphagidae,NA,1.48217,1.89632,-0.260647,3.94411,0
141800000,Neopseustidae,NA,2.68684,4.84714,-0.0433595,11.4416,0
141800000,Roeslerstammiidae,Urodidae,1.69897,9.54804,-0.234718,0.355418,0
141900000,Hydroptilidae,Micropterigidae,0,1.5497,0.493466,0.00254078,0
141900000,Sematuridae,NA,2.56872,9.98911,-0.254816,6.15735,0
141900000,Psychidae,Dryadaulidae,1.61521,11.912,-0.479318,0.289077,0
142000000,Hydroptilidae,Micropterigidae,0,1.64385,0.322139,0.0860182,0
142000000,Psychidae,Dryadaulidae,1.55427,7.81884,-0.0603691,0.0761369,0
142100000,Hydroptilidae,Micropterigidae,0,3.31447,0.178584,1.8467,0
142100000,Heterobathmiidae,NA,2.44313,16.4991,-0.517435,22.0468,0
142100000,Roeslerstammiidae,Urodidae,1.70873,10.4421,-0.376982,0.513328,0
142200000,Hydroptilidae,Micropterigidae,0,3.25167,-0.136756,0.0599098,0
142200000,Eriocraniidae,NA,2.80951,0.923504,0.346019,2.93792,0
142200000,Psychidae,Dryadaulidae,1.53913,7.57651,-0.0639075,0.0539071,0
142300000,Hydroptilidae,Micropterigidae,0,2.7486,-0.0379328,0.0916409,0
142300000,Cimeliidae,NA,2.81474,15.3752,-0.287906,17.0725,0
142300000,Doidae,NA,2.93456,19.4159,-0.465796,49.9467,0
142300000,Immidae,Sesiidae,1.89791,11.8162,-0.55939,0.0298347,0
142300000,Meessiidae,Psychidae,1.49013,17.0553,-0.484654,6.44425,0
142400000,Hydroptilidae,Micropterigidae,0,2.46866,0.166864,0.088056,0
142400000,Agathiphagidae,NA,2.90786,9.51408,0.235894,42.1726,0
142400000,Heterobathmiidae,NA,2.56743,4.04919,-0.642213,12.1857,0
142400000,Dryadaulidae,NA,2.66483,7.80059,-0.199457,7.15926,0
142400000,Hedylidae,NA,2.97916,9.53752,-0.363621,16.0409,0
142400000,Saturniidae,NA,3.03462,45.749,0.0514884,25.0458,0
142400000,Autostichidae,Gelechiidae,2.17971,17.6039,-0.012879,5.30248,0
142400000,Dryadaulidae,Roeslerstammiidae,1.68564,7.2796,0.00168381,0.0285641,0
142500000,Hydroptilidae,Micropterigidae,0,1.97987,0.400719,0.0830716,0
142500000,Agathiphagidae,NA,2.31894,1.17441,-0.126845,7.53508,0
142500000,Roeslerstammiidae,Urodidae,1.74294,9.6047,-0.256636,0.0873625,0
142600000,Hydroptilidae,Micropterigidae,0,2.17813,-0.240582,0.0447994,0
142600000,Hydroptilidae,Hydropsychidae,0.491365,5.25379,-0.0823593,1.37602,0
142600000,Epicopeiidae,NA,2.95086,68.738,-0.720302,78.3228,0
142600000,Immidae,Sesiidae,1.90269,11.5914,-0.457292,0.158935,0
142600000,Opostegidae,Andesianidae,0.852694,3.46196,0.168289,0.360438,0
142700000,Hydroptilidae,Micropterigidae,0,3.34449,-0.114972,0.177739,0
142700000,Psychidae,Dryadaulidae,1.56801,8.36472,-0.0405572,1.73345,0
142800000,Hydroptilidae,Micropterigidae,0,5.64779,-0.360643,0.430515,0
142800000,Psychidae,NA,2.61343,3.73377,-0.0201716,6.99085,0
142800000,Dryadaulidae,NA,2.78159,10.0345,0.036718,29.9516,0
142800000,Tischeriidae,NA,2.86206,17.7428,-0.283316,2.90717,0
142800000,Callidulidae,NA,2.87873,11.7986,0.882396,10.4844,0
142800000,Notodontidae,Erebidae,2.23523,18.7552,-1.0508,1.17163,0
142800000,Psychidae,Dryadaulidae,1.62777,13.4623,-0.502949,0.896217,0
142900000,Hydroptilidae,Micropterigidae,0,3.76829,-0.115617,0.23485,0
142900000,Dryadaulidae,Roeslerstammiidae,1.67658,7.15816,0.0700386,0.743208,0
143000000,Hydroptilidae,Micropterigidae,0,2.3378,0.141831,0.187223,0
143000000,Agathiphagidae,NA,0.409734,0.870503,0.27989,0.762523,0
143000000,Tortricidae,NA,2.83672,16.8632,0.553726,5.19033,0
143000000,Sesiidae,Papilionidae,1.95067,16.3724,-0.900158,0.870941,0
143000000,Psychidae,Dryadaulidae,1.61629,4.11431,0.400731,0.0945642,0
143100000,Hydroptilidae,Micropterigidae,0,3.59641,-0.0786234,0.315477,0
143100000,Agathiphagidae,NA,1.61356,3.08353,-0.109588,3.42171,0
143100000,Erebidae,NA,2.50879,12.3281,-0.463689,3.63718,0
143100000,Dryadaulidae,Roeslerstammiidae,1.66779,7.87568,-0.114099,0.398695,0
143200000,Hydroptilidae,Micropterigidae,0,2.21995,0.274703,0.867443,0
143200000,Psychidae,Dryadaulidae,1.53209,5.72063,0.180961,0.0631681,0
143300000,Hydroptilidae,Micropterigidae,0,2.64048,0.0501546,0.247011,0
143300000,Urodidae,NA,2.96291,4.55794,0.489574,37.5446,0
143300000,Roeslerstammiidae,Urodidae,1.77187,4.70299,1.12536,0.112053,0
143400000,Hydroptilidae,Micropterigidae,0,3.56285,-0.194527,0.285945,0
143400000,Immidae,Sesiidae,1.90323,10.4222,-0.380262,0.519448,0
143400000,Meessiidae,Psychidae,1.47808,5.87588,-0.196743,0.32773,0
143500000,Hydroptilidae,Micropterigidae,0,2.97212,-0.00940793,0.0617557,0
143500000,Eriocraniidae,Acanthopteroctetidae,0.802532,33.6993,-0.585721,17.5109,0
143500000,Roeslerstammiidae,Urodidae,1.77323,9.83022,-0.213098,1.05691,0
143600000,Hydroptilidae,Micropterigidae,0,2.30783,0.206123,0.872165,0
143600000,Roeslerstammiidae,Urodidae,1.73389,11.2735,-0.463674,0.0596967,0
143700000,Hydroptilidae,Micropterigidae,0,1.88832,0.413252,0.428884,0
143700000,Agathiphagidae,NA,2.84033,7.62878,0.150871,23.471,0
143700000,Psychidae,Dryadaulidae,1.62628,11.7778,-0.466488,0.424027,0
143800000,Hydroptilidae,Micropterigidae,0,2.04002,0.169618,0.0610022,0
143800000,Agathiphagidae,NA,2.02126,4.8817,0.0691005,7.78652,0
143800000,Dryadaulidae,NA,2.32952,7.52833,-0.0884038,4.54911,0
143800000,Dryadaulidae,Roeslerstammiidae,1.64203,7.21532,-0.0552187,0.215648,0
143900000,Hydroptilidae,Micropterigidae,0,3.37951,-0.0375683,0.794379,0
143900000,Agathiphagidae,NA,2.37177,6.10962,-0.232947,13.6662,0
143900000,Psychidae,Dryadaulidae,1.58624,11.982,-0.244484,2.38427,0
144000000,Hydroptilidae,Micropterigidae,0,3.84755,-0.154898,0.133436,0
144000000,Agathiphagidae,NA,2.80916,3.52939,-0.128278,23.7602,0
144000000,Roeslerstammiidae,Urodidae,1.79778,10.6595,-0.341465,0.397877,0
144100000,Hydroptilidae,Micropterigidae,0,3.85176,-0.284095,0.416336,0
144100000,Hydroptilidae,Hydropsychidae,0.362889,3.18747,0.728003,1.57167,0
144100000,Roeslerstammiidae,NA,2.60313,4.66191,0.251689,6.82339,0
144100000,Brahmaeidae,NA,2.9776,10.7757,-0.223251,1.58865,0
144100000,Psychidae,Dryadaulidae,1.53691,8.38534,-0.0523555,0.221333,0
144200000,Hydroptilidae,Micropterigidae,0,1.65544,0.5193,0.163521,0
144200000,Dryadaulidae,Roeslerstammiidae,1.64556,7.41516,-0.0132157,0.010354,0
144300000,Hydroptilidae,Micropterigidae,0,5.12756,-0.415238,0.682431,0
144300000,Hydroptilidae,Hydropsychidae,0.559098,5.55277,-0.0858504,0.950171,0
144300000,Dryadaulidae,NA,2.60259,1.5498,-0.231929,3.46902,0
144300000,Roeslerstammiidae,NA,2.55695,4.20808,0.164341,1.59733,0
144300000,Cimeliidae,NA,3.02614,5.94112,-0.0397321,18.2741,0
144300000,Psychidae,Dryadaulidae,1.57555,11.0084,-0.372149,0.422844,0
144400000,Hydroptilidae,Micropterigidae,0,4.25528,-0.212923,0.175792,0
144400000,Riodinidae,NA,2.91774,15.106,0.256918,30.9534,0
144400000,Psychidae,Dryadaulidae,1.59999,10.4553,-0.371576,0.172147,0
144500000,Hydroptilidae,Micropterigidae,0,2.29155,0.157766,0.00239908,0
144500000,Agathiphagidae,NA,0.761827,6.72748,-0.279997,5.32773,0
144500000,Sematuridae,NA,2.73363,6.53772,0.196936,5.85308,0
144500000,Opostegidae,NA,1.8018,6.35831,0.340896,6.24728,0
144500000,Nepticulidae,NA,2.64934,17.5737,-0.51064,9.64016,0
144500000,Andesianidae,NA,2.80812,0.204662,-0.126463,17.2366,0
144500000,Roeslerstammiidae,Urodidae,1.77726,10.8236,-0.470306,0.0207514,0
144600000,Hydroptilidae,Micropterigidae,0,1.49246,0.689614,0.250431,0
144600000,Hydropsychidae,Stenopsychidae,0.974164,26.1826,-0.145835,18.6689,0
144600000,Roeslerstammiidae,Urodidae,1.79193,9.41485,-0.295794,0.352082,0
144700000,Hydroptilidae,Micropterigidae,0,1.8446,0.475689,0.436044,0
144700000,Roeslerstammiidae,Urodidae,1.72856,11.5231,-0.490306,0.0413845,0
144800000,Hydroptilidae,Micropterigidae,0,3.26439,0.026434,0.466155,0
144800000,Agathiphagidae,NA,1.99777,8.65364,0.320299,17.6269,0
144800000,Callidulidae,NA,2.61637,5.10065,0.352942,9.01315,0
144800000,Psychidae,Dryadaulidae,1.61712,11.2252,-0.413035,0.232987,0
144900000,Hydroptilidae,Micropterigidae,0,1.93641,0.214841,0.0662701,0
144900000,Psychidae,Dryadaulidae,1.61655,9.03406,-0.235723,0.120669,0
145000000,Hydroptilidae,Micropterigidae,0,2.77071,0.0205915,0.126525,0
145000000,Agathiphagidae,NA,2.38796,3.9602,-0.867685,10.9109,0
145000000,Zygaenidae,NA,3.01593,3.6529,-0.0807118,4.32191,0
145000000,Dryadaulidae,Roeslerstammiidae,1.6917,9.56793,-0.30299,0.0880021,0
145100000,Hydroptilidae,Micropterigidae,0,3.51233,-0.157806,0.0886506,0
145100000,Stenopsychidae,NA,2.99994,28.3272,-0.277356,17.9016,0
145100000,Agathiphagidae,NA,2.42416,23.51,-0.214037,27.8695,0
145100000,Psychidae,Dryadaulidae,1.58686,7.80324,-0.0667412,0.359462,0
145200000,Hydroptilidae,Micropterigidae,0,1.65055,0.503173,0.0859936,0
145200000,Roeslerstammiidae,Urodidae,1.77327,13.1021,-0.595654,0.37651,0
145300000,Hydroptilidae,Micropterigidae,0,2.43668,0.0201289,0.109963,0
145300000,Roeslerstammiidae,Urodidae,1.72744,7.59901,0.012665,0.13769,0
145400000,Hydroptilidae,Micropterigidae,0,2.76542,-0.101992,0.0235806,0
145400000,Psychidae,Dryadaulidae,1.58359,8.40163,-0.138011,0.123302,0
145500000,Hydroptilidae,Micropterigidae,0,2.71129,0.0316448,0.169767,0
145500000,Notodontidae,Erebidae,2.18547,16.6726,0.129797,8.92172,0
145500000,Psychidae,Dryadaulidae,1.59161,5.14238,0.419809,0.186142,0
145600000,Hydroptilidae,Micropterigidae,0,3.41406,-0.0325452,0.404249,0
145600000,Psychidae,Dryadaulidae,1.61066,7.83319,-0.109064,0.0120793,0
145700000,Hydroptilidae,Micropterigidae,0,3.51002,-0.176687,0.0340617,0
145700000,Psychidae,Dryadaulidae,1.55054,5.96134,0.238058,0.179467,0
145800000,Hydroptilidae,Micropterigidae,0,4.42821,-0.209913,0.451981,0
145800000,Dryadaulidae,Roeslerstammiidae,1.68242,9.79174,-0.360294,0.127051,0
145900000,Hydroptilidae,Micropterigidae,0,5.44243,-0.305392,0.553914,0
145900000,Lophocoronidae,NA,2.52512,20.3357,0.114864,16.4602,0
145900000,Lophocoronidae,NA,2.97905,5.82449,-0.110084,25.5122,0
145900000,Callidulidae,NA,3.03168,1.20844,-0.662207,59.1777,0
145900000,Brahmaeidae,Eupterotidae,2.43901,9.23955,0.0127182,0.151456,0
145900000,Immidae,Sesiidae,1.90566,12.5829,-0.533534,0.763491,0
145900000,Meessiidae,Psychidae,1.38166,6.29593,-0.140042,0.86591,0
146000000,Hydroptilidae,Micropterigidae,0,3.21194,-0.196756,0.254706,0
146000000,Hydroptilidae,Hydropsychidae,0.25233,3.68797,-0.0246643,0.0385254,0
146000000,Psychidae,Dryadaulidae,1.57209,9.0588,-0.145927,0.682349,0
146100000,Hydroptilidae,Micropterigidae,0,2.61496,0.069402,0.165599,0
