family	color_saturation	color_brightness	color_richness	color_evenness	rgb_red	rgb_green	rgb_blue	distinctive_from_wing_base	perimeter_over_area	Goldstein2017	6groups	fam_mean_PC1	fam_mean_PC2	fam_mean_PC3
Lasiocampidae	94.0005824111823	131.70704717530577	12	0.8093393023875552	158.02417006406523	124.4187536400699	100.00174723354688	4.9743891963774125	0.07243446965934779	1952	4	1.75360616463674	0.06909780245976099	0.163819133921445
Limacodidae	97.9292807703882	155.2621125489016	7	0.6131640374344012	190.08065001504664	145.00782425519108	116.88684923262113	3.363904364041958	0.07654876819497264	1672	4	1.08585420428541	0.332060775417647	-0.35374991927325705
Lycaenidae	100.4201664774877	129.11710177828226	13	0.505581747002197	159.2383654937571	120.08418463866818	96.66439651910707	3.9752319440906616	0.05516327439820973	5201	5	1.32414520449726	0.39487084767651903	-0.356023459252664
Megalopygidae	65.44178753430027	165.5107800862407	9	0.6109247371245526	180.30184241473933	164.00980007840062	133.90983927871423	3.8702476802051415	0.08716586104825012	232	4	0.038664870602551	1.09379713517662	-0.040105485912498996
Mimallonidae	102.30458778889272	154.1286650569162	10	0.5650806753641953	184.6271127975164	147.03690927906175	110.45808899620559	5.984188295759094	0.07946174226430039	194	4	1.5228977053673702	0.33381778388588895	0.33915966597879305
Nepticulidae	80.74611872146119	141.33287671232875	7	0.7515975115573532	154.48995433789955	141.5054794520548	105.8013698630137	7.461608110719899	0.09780550912178847	852	0	-1.53033588871852	0.401752490167211	0.968383373214727
Noctuidae	69.12106537530266	166.34110169491527	7	0.7127270898989266	186.10230024213075	162.14073849878935	135.76997578692493	5.798578900184613	0.0752533374351912	11772	2	0.8053864588577059	-0.185316164741023	-0.560013230595495
Nolidae	63.979064898813675	159.44452198185624	8	0.6065245143339005	175.0258199581298	156.95219818562455	131.2937892533147	4.267530084452531	0.08379979523565059	1738	2	0.89485998682343	-0.370679117718026	-0.5726490459363079
Notodontidae	64.7450374944861	156.21305690339656	6	0.7574095766111606	172.3140714600794	153.40538156153508	128.748566387296	9.562931696085954	0.0994353580387018	3800	2	0.9469287527490858	-0.664032979345567	-0.013333674070075999
Nymphalidae	42.83803888419273	98.60388841927303	9	0.5928381480624306	109.67371090448013	94.23972950126796	92.00321217244294	3.3753456417396297	0.053277668062147204	6152	5	0.9035882600991378	0.8420800907268999	-0.7865105383620671
Papilionidae	62.808850645359556	117.90329850440483	14	0.8515092199574228	133.3177627535341	113.54558492112272	99.76910469166154	3.5695665777519814	0.06663302905193806	570	5	1.20544453871966	0.718099920664068	0.6998252249322321
Pieridae	83.82663675300836	168.35835202936977	8	0.6620280800039167	192.0885172343463	163.98266367530084	128.5421170711809	5.198202020433671	0.058196454501503646	1164	4	0.8709467288801941	0.402125608884108	-0.607753575975293
Plutellidae	59.261328640563136	155.6652001759789	6	0.72341751165515	169.64628244610645	153.46634403871536	130.40519137703475	5.683650511081083	0.0986286669551545	150	1	-0.8460195900798191	-0.609641661692165	0.09894938483368701
Prodoxidae	40.007392804337115	135.63331690487925	3	0.6749249572298404	144.41843272548053	133.81419418432725	121.8782651552489	8.679218166139693	0.11114992875850577	97	0	-1.40922356824829	0.40512938331139897	-0.36980858010020795
Psychidae	79.8147357180993	126.95568606513615	10	0.7019269323907914	147.43619861185263	121.46983449012279	101.3774693005873	4.12672429131978	0.06901236210674716	1246	3	1.01490595024803	-0.39497171253350305	-0.6383111582153871
Pterophoridae	42.88052136133237	150.09775524981896	5	0.718917938827109	160.3062997827661	148.1484431571325	133.40695148443157	5.064955345523771	0.16462187080531732	1318	1	-0.84408664977396	0.31575213841288896	0.5564480228191939
Pyralidae	63.57781649245064	166.40708478513358	6	0.6949445306719626	185.67073170731706	161.66753774680603	139.56562137049943	11.16875871687587	0.0740237645732199	5921	1	0.251213473453513	-0.236870589650512	-1.01580648334573
Riodinidae	113.50523825616763	115.25616762419736	17	0.7087718062401147	154.6895910780669	100.83997972287935	85.88273065224737	3.352689441352874	0.055038366172565495	1532	5	1.42715487866767	0.9152910503010491	0.28511659073401296
Roeslerstammiidae	57.510428517254454	134.52901023890786	8	0.7441925455093017	143.67235494880546	134.1983314372393	111.76450511945393	13.084611278321121	0.09304034726418565	53	1	-0.586654678845377	-1.61351929248242	0.891993021130488
Saturniidae	114.93923933209648	137.29058441558442	15	0.6712345893402087	181.40004638218923	122.16094619666048	99.25997217068645	3.8941515820269834	0.0647328308617945	2349	4	1.44578784442335	1.0483598693140401	0.28976217562542
Sematuridae	113.64720344191764	99.75742675681212	17	0.7069593041937002	123.59844294202007	93.68141774226594	68.30137266953493	3.748244497855696	0.06868327433874759	40	4	2.45543415135127	2.50316834531117	2.20989060786646
Sesiidae	44.45530145530145	144.05336105336104	8	0.8198037278297811	152.78378378378378	143.02772002772002	126.41510741510741	7.9693990434801405	0.13386006257077182	1397	1	-0.15421970339943802	-0.6867921532141059	2.00840377051956
Sphingidae	85.99437807449051	123.82290934645115	14	0.8915351438084315	145.21082220660577	118.12297962052003	96.90161630358398	5.078348950511687	0.13024838002664701	1463	2	0.678534447071639	-1.05684036956167	0.7026308437913551
Thyrididae	91.74912177985948	145.47775175644028	10	0.8319513259409704	168.4192037470726	141.0114168618267	108.09894613583138	4.896339305819152	0.07226630064534054	940	4	1.3883313605578402	-0.31679444126475503	-0.303386734356647
Tineidae	49.39259259259259	145.1633744855967	6	0.805338177966069	157.620987654321	142.2349794238683	127.27283950617284	4.9521221532091095	0.09725618997117694	2110	1	-1.3744664776058602	-0.037492824774057	-0.07380659491041901
Tortricidae	58.581307771311195	168.32146525162617	5	0.6339578388836828	185.7757617254365	164.3313933584389	143.3207805546046	5.078186229112871	0.08824484071224095	10387	1	-0.321555984985159	-0.37012472349465003	-0.876539410411805
Uraniidae	48.16331360946746	156.5396449704142	6	0.6624736781139297	166.57396449704143	155.57869822485208	135.25325443786983	4.836328585885547	0.06418957515283412	686	4	1.0664967230018598	0.20112542152783397	-0.248179289045874
Yponomeutidae	60.628805088596096	154.03952748750567	6	0.6855375467222317	166.854611540209	152.6442526124489	127.27169468423443	5.288020600727867	0.11267486669635045	362	0	-1.44118756957437	0.133572189343227	0.125166100417862
Zygaenidae	40.658307210031346	133.0891675374434	9	0.7152662859436391	145.77568791361895	128.48902821316614	123.40299547196099	3.1122687181077793	0.0810283608021569	1036	3	0.583016605114509	-0.620904742551604	-0.09566496880149801
